germplasmName,value,pred,fold,studyName
IL19-18837,7380.18720007762,6631.5767415169585,1,Jessica_2023_BLAVA
IL19-18837,7380.18720007762,6631.5767415169585,1,Jessica_2023_BLAVA
IL19-18153,8017.27873938926,6811.252997839831,1,Jessica_2023_BLAVA
IL19-18153,8017.27873938926,6811.252997839831,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-41,8653.64277615562,6810.199052288084,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-216,5748.57459506782,7596.052453461962,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-216,5748.57459506782,7596.052453461962,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-20,8358.92898643158,7448.6370910792,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-42,8062.93579567954,6890.790987238461,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-42,8062.93579567954,6890.790987238461,1,Jessica_2023_BLAVA
IL19-18957,6661.79097975682,6081.712607891254,1,Jessica_2023_BLAVA
IL19-18957,6661.79097975682,6081.712607891254,1,Jessica_2023_BLAVA
IL19-26456,8031.95422176833,6746.577929161385,1,Jessica_2023_BLAVA
IL19-26456,8031.95422176833,6746.577929161385,1,Jessica_2023_BLAVA
IL16LCSDH-03-T-865-28,7864.35268711163,4836.940905940523,1,Jessica_2023_BLAVA
IL16LCSDH-03-T-865-28,7864.35268711163,4836.940905940523,1,Jessica_2023_BLAVA
IL16LCSDH-07-T-2662-203,6454.87922136012,6841.199365357395,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-8,7974.6194953115,6131.0471725320185,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-54,8382.09617955464,5714.707464302228,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-54,8382.09617955464,5714.707464302228,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-17,8300.11416858952,6762.191190411204,1,Jessica_2023_BLAVA
IL19-10123,7742.93502093314,6425.403198542634,1,Jessica_2023_BLAVA
IL19-10123,7742.93502093314,6425.403198542634,1,Jessica_2023_BLAVA
IL19-25469,8009.80302357914,6171.964356811526,1,Jessica_2023_BLAVA
IL19-25469,8009.80302357914,6171.964356811526,1,Jessica_2023_BLAVA
IL19-10123,5609.04462414124,6425.403198542634,1,Jessica_2023_BLAVA
IL19-10123,5609.04462414124,6425.403198542634,1,Jessica_2023_BLAVA
IL19-5632,7730.09083806466,6498.112905345396,1,Jessica_2023_BLAVA
IL19-5632,7730.09083806466,6498.112905345396,1,Jessica_2023_BLAVA
IL16-8048,7876.97109332809,6556.754692268133,1,Jessica_2023_BLAVA
IL16-8048,7876.97109332809,6556.754692268133,1,Jessica_2023_BLAVA
IL19-14845,7712.27956885256,6470.196227886763,1,Jessica_2023_BLAVA
IL19-14845,7712.27956885256,6470.196227886763,1,Jessica_2023_BLAVA
IL12-26004,7464.67784050925,6146.138160426246,1,Jessica_2023_BLAVA
IL12-26004,7464.67784050925,6146.138160426246,1,Jessica_2023_BLAVA
IL19-18837,7696.38740118226,6631.5767415169585,1,Jessica_2023_BLAVA
IL19-18837,7696.38740118226,6631.5767415169585,1,Jessica_2023_BLAVA
IL19-17546,7800.78401643057,6176.110733848809,1,Jessica_2023_BLAVA
IL19-17546,7800.78401643057,6176.110733848809,1,Jessica_2023_BLAVA
IL19-19205,7471.22536341685,6631.766689630148,1,Jessica_2023_BLAVA
IL19-19205,7471.22536341685,6631.766689630148,1,Jessica_2023_BLAVA
IL07-19334,8142.93598936616,7723.435354920279,1,Jessica_2023_BLAVA
IL07-19334,8142.93598936616,7723.435354920279,1,Jessica_2023_BLAVA
IL19-26709,6292.89701670839,5968.878119801246,1,Jessica_2023_BLAVA
IL19-26709,6292.89701670839,5968.878119801246,1,Jessica_2023_BLAVA
IL19-6946,7397.27096674451,6691.616630367755,1,Jessica_2023_BLAVA
IL19-6946,7397.27096674451,6691.616630367755,1,Jessica_2023_BLAVA
KASKASKIA,6674.18360932131,5966.3871907425455,1,Jessica_2023_BLAVA
KASKASKIA,6674.18360932131,5966.3871907425455,1,Jessica_2023_BLAVA
IL19-18957,6414.99201284281,6081.712607891254,1,Jessica_2023_BLAVA
IL19-18957,6414.99201284281,6081.712607891254,1,Jessica_2023_BLAVA
IL19-4151,7343.76190022409,6489.33094013622,1,Jessica_2023_BLAVA
IL19-4151,7343.76190022409,6489.33094013622,1,Jessica_2023_BLAVA
IL19-15017,7141.76705558175,5958.887386195581,1,Jessica_2023_BLAVA
IL19-15017,7141.76705558175,5958.887386195581,1,Jessica_2023_BLAVA
IL16LCSDH-01-T-863-72,7954.56300272683,5784.928227857018,1,Jessica_2023_BLAVA
IL19-13978,7813.67837188835,6342.8068413934825,1,Jessica_2023_BLAVA
IL19-13978,7813.67837188835,6342.8068413934825,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-212,7721.18520345861,5937.873042519577,1,Jessica_2023_BLAVA
IL16-8048,8028.86860752453,6556.754692268133,1,Jessica_2023_BLAVA
IL16-8048,8028.86860752453,6556.754692268133,1,Jessica_2023_BLAVA
IL19-23855,7347.67536219187,6326.108240634349,1,Jessica_2023_BLAVA
IL19-23855,7347.67536219187,6326.108240634349,1,Jessica_2023_BLAVA
IL19-16176,7575.25822739248,6648.152905560118,1,Jessica_2023_BLAVA
IL19-16176,7575.25822739248,6648.152905560118,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-63,8119.956943453,4861.701605956363,1,Jessica_2023_BLAVA
IL19-27565,7544.84109511118,6948.2251142393325,1,Jessica_2023_BLAVA
IL19-27565,7544.84109511118,6948.2251142393325,1,Jessica_2023_BLAVA
IL19-18725,8571.35972965452,7329.1952969239,1,Jessica_2023_BLAVA
IL19-18725,8571.35972965452,7329.1952969239,1,Jessica_2023_BLAVA
IL19-17662,7918.66451506129,6592.1982610674295,1,Jessica_2023_BLAVA
IL19-13414,7880.40791569718,6678.284332742786,1,Jessica_2023_BLAVA
IL19-13414,7880.40791569718,6678.284332742786,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-21,7579.34729342283,7331.757164369456,1,Jessica_2023_BLAVA
IL19-14617,7466.77254611376,6374.7057559606,1,Jessica_2023_BLAVA
IL19-14617,7466.77254611376,6374.7057559606,1,Jessica_2023_BLAVA
IL16LCSDH-07-T-2662-201,7130.27753262517,6347.97124391983,1,Jessica_2023_BLAVA
IL19-15017,6382.59306328301,5958.887386195581,1,Jessica_2023_BLAVA
IL19-15017,6382.59306328301,5958.887386195581,1,Jessica_2023_BLAVA
IL16LCSDH-01-T-863-63,7802.8410925931,6144.690050487408,1,Jessica_2023_BLAVA
IL16LCSDH-11-T-2666-212,6878.78742860881,6285.620592594349,1,Jessica_2023_BLAVA
IL19-22757,7144.32585763756,6734.894238721298,1,Jessica_2023_BLAVA
IL19-22757,7144.32585763756,6734.894238721298,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-38,7195.95345205808,5632.954944126005,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-54,7497.22730783705,5415.380550950506,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-54,7497.22730783705,5415.380550950506,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-24,7434.44885543797,7965.650608971784,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-24,7434.44885543797,7965.650608971784,1,Jessica_2023_BLAVA
IL16LCSDH-01-T-863-10,6714.3718533746,6844.077303977386,1,Jessica_2023_BLAVA
IL16LCSDH-01-T-863-10,6714.3718533746,6844.077303977386,1,Jessica_2023_BLAVA
IL19-25469,8013.34019112691,6171.964356811526,1,Jessica_2023_BLAVA
IL19-25469,8013.34019112691,6171.964356811526,1,Jessica_2023_BLAVA
IL16LCSDH-03-T-865-39,6604.31827867937,4564.39823636513,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-43,7244.16931040416,7899.490307463117,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-36,7211.73273140237,7985.4937048803,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-36,7211.73273140237,7985.4937048803,1,Jessica_2023_BLAVA
IL19-13978,7195.00017286084,6342.8068413934825,1,Jessica_2023_BLAVA
IL19-13978,7195.00017286084,6342.8068413934825,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-23,7723.14193444246,7729.8748206028,1,Jessica_2023_BLAVA
IL19-6637,7376.16084978391,6634.499209305182,1,Jessica_2023_BLAVA
IL19-6637,7376.16084978391,6634.499209305182,1,Jessica_2023_BLAVA
IL19-13451,7492.38565296676,6347.531656100839,1,Jessica_2023_BLAVA
IL19-13451,7492.38565296676,6347.531656100839,1,Jessica_2023_BLAVA
IL19-18153,7289.76365095774,6811.252997839831,1,Jessica_2023_BLAVA
IL19-18153,7289.76365095774,6811.252997839831,1,Jessica_2023_BLAVA
IL19-21848,8014.82028251214,6164.835084273849,1,Jessica_2023_BLAVA
IL19-21848,8014.82028251214,6164.835084273849,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-24,7138.56855301194,7965.650608971784,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-24,7138.56855301194,7965.650608971784,1,Jessica_2023_BLAVA
IL19-5122,6810.70322488809,6811.538986040825,1,Jessica_2023_BLAVA
IL19-5122,6810.70322488809,6811.538986040825,1,Jessica_2023_BLAVA
IL19-13713,6688.06887341838,6237.535170584433,1,Jessica_2023_BLAVA
IL19-13713,6688.06887341838,6237.535170584433,1,Jessica_2023_BLAVA
IL16LCSDH-01-T-863-32,6694.34044708462,6022.419150901707,1,Jessica_2023_BLAVA
Pio 25R74,7606.0391109464,6935.6803616447905,1,Jessica_2023_BLAVA
Pio 25R74,7606.0391109464,6935.6803616447905,1,Jessica_2023_BLAVA
IL19-20348,8191.61594416354,6706.051660374982,1,Jessica_2023_BLAVA
IL19-20348,8191.61594416354,6706.051660374982,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-216,7068.55270460202,7596.052453461962,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-216,7068.55270460202,7596.052453461962,1,Jessica_2023_BLAVA
IL19-13451,7070.64741020654,6347.531656100839,1,Jessica_2023_BLAVA
IL19-13451,7070.64741020654,6347.531656100839,1,Jessica_2023_BLAVA
IL19-12926,5865.30112414393,6404.279169356012,1,Jessica_2023_BLAVA
IL19-12926,5865.30112414393,6404.279169356012,1,Jessica_2023_BLAVA
IL19-21760,6555.38746093534,6392.976724575493,1,Jessica_2023_BLAVA
IL19-21760,6555.38746093534,6392.976724575493,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-212,7206.79073135333,6350.247807715528,1,Jessica_2023_BLAVA
IL19-18156,6629.24151242902,6632.388187954616,1,Jessica_2023_BLAVA
IL19-18156,6629.24151242902,6632.388187954616,1,Jessica_2023_BLAVA
IL16LCSDH-07-T-2662-202,7985.41914516477,7773.616923581853,1,Jessica_2023_BLAVA
IL19-13713,6234.94767603231,6237.535170584433,1,Jessica_2023_BLAVA
IL19-13713,6234.94767603231,6237.535170584433,1,Jessica_2023_BLAVA
IL19-5122,8055.09632859674,6811.538986040825,1,Jessica_2023_BLAVA
IL19-5122,8055.09632859674,6811.538986040825,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-202,7347.67536219187,6099.752154138814,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-202,7347.67536219187,6099.752154138814,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-3,6191.79924920855,7263.8906005140325,1,Jessica_2023_BLAVA
IL16LCSDH-04-T-2659-3,6191.79924920855,7263.8906005140325,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-28,6987.37345506615,7661.159906980718,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-28,6987.37345506615,7661.159906980718,1,Jessica_2023_BLAVA
IL16LCSDH-11-T-2666-206,6039.47526800284,7234.202330444439,1,Jessica_2023_BLAVA
IL16LCSDH-11-T-2666-206,6039.47526800284,7234.202330444439,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-20,5500.85997839855,6352.070974954086,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-20,5500.85997839855,6352.070974954086,1,Jessica_2023_BLAVA
IL19-14933,6029.37803440019,6489.598841247616,1,Jessica_2023_BLAVA
IL19-14933,6029.37803440019,6489.598841247616,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-42,8019.58667849847,6890.790987238461,1,Jessica_2023_BLAVA
IL16LCSDH-10-T-2665-42,8019.58667849847,6890.790987238461,1,Jessica_2023_BLAVA
IL19-26456,5734.61407208676,6746.577929161385,1,Jessica_2023_BLAVA
IL19-26456,5734.61407208676,6746.577929161385,1,Jessica_2023_BLAVA
IL07-19334,8103.32473009015,7723.435354920279,1,Jessica_2023_BLAVA
IL07-19334,8103.32473009015,7723.435354920279,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-202,8582.20955209716,6099.752154138814,1,Jessica_2023_BLAVA
IL16LCSDH-06-T-2661-202,8582.20955209716,6099.752154138814,1,Jessica_2023_BLAVA
IL16LCSDH-03-T-865-46,8228.07887345904,4370.957962662114,1,Jessica_2023_BLAVA
IL19-6637,6612.49641074015,6634.499209305182,1,Jessica_2023_BLAVA
IL19-6637,6612.49641074015,6634.499209305182,1,Jessica_2023_BLAVA
IL19-23855,7757.62304645946,6326.108240634349,1,Jessica_2023_BLAVA
IL19-23855,7757.62304645946,6326.108240634349,1,Jessica_2023_BLAVA
IL19-27565,7527.6193538237,6948.2251142393325,1,Jessica_2023_BLAVA
IL19-27565,7527.6193538237,6948.2251142393325,1,Jessica_2023_BLAVA
IL19-26709,7826.1964329262,5968.878119801246,1,Jessica_2023_BLAVA
IL19-26709,7826.1964329262,5968.878119801246,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-16,8169.91629927831,7779.403682204309,1,Jessica_2023_BLAVA
IL16LCSDH-09-T-2664-16,8169.91629927831,7779.403682204309,1,Jessica_2023_BLAVA
Pio 25R74,8039.15398833713,6935.6803616447905,1,Jessica_2023_BLAVA
Pio 25R74,8039.15398833713,6935.6803616447905,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-54,8744.95688873617,5415.380550950506,1,Jessica_2023_BLAVA
IL16LCSDH-02-T-864-54,8744.95688873617,5415.380550950506,1,Jessica_2023_BLAVA
IL19-21467,8385.74623542842,6599.860897148857,1,Jessica_2023_BLAVA
IL19-21467,8385.74623542842,6599.860897148857,1,Jessica_2023_BLAVA
IL16LCSDH-05-T-2660-3,7644.22045142649,5633.111050517104,1,Jessica_2023_BLAVA
IL19-20348,7620.61424814672,6706.051660374982,1,Jessica_2023_BLAVA
IL19-20348,7620.61424814672,6706.051660374982,1,Jessica_2023_BLAVA
IL19-14933,7568.93648113689,6489.598841247616,1,Jessica_2023_BLAVA
IL19-14933,7568.93648113689,6489.598841247616,1,Jessica_2023_BLAVA
IL19-6946,8198.25126910237,6691.616630367755,1,Jessica_2023_BLAVA
IL19-6946,8198.25126910237,6691.616630367755,1,Jessica_2023_BLAVA
