germplasmName,studyName,value,studydbid,studydescription,trialType,breedingProgramDbId,breedingProgramName,breedingProgramDescription,studyYear,studyDesign,locationdbid,locationName,plantingdate,harvestdate,plotWidth,plotLength,plantsPerPlot,numberBlocks,numberReps,fieldSize,fieldtrialisplannedtobegenotyped,fieldtrialisplannedtocross,folderDbId,folderName,folderDescription,managementFactors,season_length,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
BECK726,2021_Y1-2,3660.490426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0157,2021_SPY1-KY,2975.565947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0507,2021_SPY1-KY,3460.909783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRKY_NorGrains,3066.284421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRKY_NorGrains,3324.832072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRKY_NorGrains,3039.068879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRKY_NorGrains,4018.828398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRKY_NorGrains,4118.61872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3138.8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3723.993358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3270.400988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3578.843799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3383.79908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2021_SPY1_FRIL_NorGrains,3628.73896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0467,2021_SPY1-OH,3551.628257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0073,2021_SPY1-OH,2594.548356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR1,1505.926668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR1,1832.513175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR1,2290.641469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR1,1755.402472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR2,2145.49191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR2,2322.392934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR2,1896.016107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_SPY1-PUR2,1918.695725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_Y1-1_MI,2004.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_Y1-1_MI,2068.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_Y1-1_MI,2113.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3470,2022_Y1-1_MI,2172.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2022_Y1-1_MI,2127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3029,2022_Y1-1_MI,2104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Elite_ACRE,1778.08209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Elite_ACRE,1319.953797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Elite_ACRE,1369.848957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Elite_ACRE,1623.860685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Elite_ACRE,1220.163475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Elite_ACRE,1297.274178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Elite_ACRE,1133.980925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Elite_ACRE,1356.241186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Elite_ACRE,1056.870222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Elite_ACRE,1251.914941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Elite_ACRE,1156.660544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Elite_ACRE,1628.396608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0282,2024_Y3_1_ACRE,1501.390745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Y3_1_ACRE,825.5381134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0073,2024_Y3_1_ACRE,1102.229459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0280,2024_Y3_1_ACRE,780.1788764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0157,2024_Y3_1_ACRE,1310.881949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1138.516849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0467,2024_Y3_1_ACRE,721.2118683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0280,2024_Y3_1_ACRE,1351.705263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0282,2024_Y3_1_ACRE,1156.660544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0280,2024_Y3_1_ACRE,1115.83723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3470,2024_Y3_1_ACRE,1084.085764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0507,2024_Y3_1_ACRE,1392.528576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1397.0645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0073,2024_Y3_1_ACRE,1310.881949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y3_1_ACRE,1183.876086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Y3_1_ACRE,1034.190604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3029,2024_Y3_1_ACRE,1306.346026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0467,2024_Y3_1_ACRE,1265.522712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0507,2024_Y3_1_ACRE,1138.516849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y3_1_ACRE,1886.944259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3029,2024_Y3_1_ACRE,1088.621688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1056.870222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1415.208194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3470,2024_Y3_1_ACRE,1120.373154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3029,2024_Y3_1_ACRE,1138.516849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1283.666407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y3_1_ACRE,1319.953797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,1047.798375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Y3_1_ACRE,1093.157612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0073,2024_Y3_1_ACRE,1097.693535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0280,2024_Y3_1_ACRE,1133.980925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0157,2024_Y3_1_ACRE,948.0080533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0507,2024_Y3_1_ACRE,966.1517481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0282,2024_Y3_1_ACRE,780.1788764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3470,2024_Y3_1_ACRE,961.6158244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0467,2024_Y3_1_ACRE,1029.65468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0073,2024_Y3_1_ACRE,1433.351889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3470,2024_Y3_1_ACRE,1106.765383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0507,2024_Y3_1_ACRE,675.8526313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y3_1_ACRE,975.2235955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0157,2024_Y3_1_ACRE,1378.920805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,920.7925111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0282,2024_Y3_1_ACRE,848.2177319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0281,2024_Y3_1_ACRE,1197.483857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0467,2024_Y3_1_ACRE,938.9362059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3029,2024_Y3_1_ACRE,1138.516849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21PU-0157,2024_Y3_1_ACRE,789.2507238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y3_1_ACRE,821.0021897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3170,2024_Y2_2_ACRE,2499.293959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2024_Y2_2_ACRE,1419.456729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1787.153938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3041,2024_Y2_2_ACRE,1433.351889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1378.920805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3438,2024_Y2_2_ACRE,1705.291769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3409,2024_Y2_2_ACRE,1773.546167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3409,2024_Y2_2_ACRE,1102.229459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1868.800564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2024_Y2_2_ACRE,1324.48972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1505.926668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3170,2024_Y2_2_ACRE,1401.600423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1442.423737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1619.324761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1052.334298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1156.660544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3438,2024_Y2_2_ACRE,1428.815966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3041,2024_Y2_2_ACRE,907.18474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1837.049099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,898.1128926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1147.588696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3170,2024_Y2_2_ACRE,1192.947933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2024_Y2_2_ACRE,1669.219922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3438,2024_Y2_2_ACRE,1392.528576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1351.705263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3409,2024_Y2_2_ACRE,1378.920805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3041,2024_Y2_2_ACRE,1501.390745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2024_Y2_2_ACRE,1251.914941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1968.590886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,830.0740371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3041,2024_Y2_2_ACRE,1315.417873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3170,2024_Y2_2_ACRE,1161.196467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,889.0410452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3438,2024_Y2_2_ACRE,1265.522712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3409,2024_Y2_2_ACRE,1410.672271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_2_ACRE,1623.860685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,2104.668597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,1170.268315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,2036.629741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,2023.02197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,2376.824019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,1977.662733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,931.2565875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_2_ACRE,1964.054962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1524.070363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1623.860685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1660.148074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1660.148074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1542.214058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1655.468456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1159.588696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y1_1_ACRE,1587.573295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1846.120946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1031,2024_Y2_1_ACRE,1202.019781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1250,2024_Y2_1_ACRE,1514.998516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1551.285905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1031,2024_Y2_1_ACRE,1338.097492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-0108,2024_Y2_1_ACRE,1605.71699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1165.732391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1646.540303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1081,2024_Y2_1_ACRE,1406.136347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1206.555704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1601.181066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1081,2024_Y2_1_ACRE,1637.468456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1297.274178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1333.561568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1250,2024_Y2_1_ACRE,1256.450865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-0108,2024_Y2_1_ACRE,1245.627552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1265.522712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1886.944259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1084.085764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1081,2024_Y2_1_ACRE,1251.914941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1031,2024_Y2_1_ACRE,1433.351889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1356.241186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1250,2024_Y2_1_ACRE,1075.013917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-0108,2024_Y2_1_ACRE,1514.998516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-0108,2024_Y2_1_ACRE,1347.169339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1687.363616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1578.501448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1081,2024_Y2_1_ACRE,1682.827693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1250,2024_Y2_1_ACRE,1841.585022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2024_Y2_1_ACRE,1583.037371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2024_Y2_1_ACRE,1578.501448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-1031,2024_Y2_1_ACRE,1546.749982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,3900.894382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2025_Y2-2_ACRE,4354.486752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,4032.436169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2025_Y2-2_ACRE,4086.867254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,3556.164181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,3864.606992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2025_Y2-2_ACRE,4118.61872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,4318.199362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,3619.667113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,4286.447897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2025_Y2-2_ACRE,3710.385587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B722,2025_Y2-2_ACRE,4191.193499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2025_Y3-1_ACRE,3773.888518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-0108,2025_Y3-1_ACRE,4177.585728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECK726,2025_Y3-1_ACRE,4041.508017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PU-3092,2025_Y3-1_ACRE,3401.942775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
