germplasmName,trial,trait_name,value
BECK726,2021_Y1-5,grain_yield,3569.771952
BECK726,2021_Y1-3,grain_yield,3483.589402
21PU-0280,2021_Y1-3,grain_yield,3116.179582
21PU-0281,2021_Y1-3,grain_yield,3256.793217
21PU-0282,2021_Y1-3,grain_yield,3116.179582
BECK726,2021_Y1-3,grain_yield,2930.20671
BECK726,2021_Y2_1_NIFA_WestLafayette,grain_yield,3206.898056
BECK726,2021_Y2_1_NIFA_WestLafayette,grain_yield,3678.634121
BECK726,2021_Y2_1_NIFA_Vincennes,grain_yield,2922.949232
BECK726,2021_Y2_1_NIFA_Vincennes,grain_yield,2899.362429
BECK726,2021_Y1-1,grain_yield,3379.263157
BECK726,2021_Y1-1,grain_yield,3370.191309
BECK726,2021_Y1-2,grain_yield,3510.804944
BECK726,2021_Y1-2,grain_yield,3660.490426
21PU-0157,2021_SPY1-KY,grain_yield,2975.565947
21PU-0507,2021_SPY1-KY,grain_yield,3460.909783
BECK726,2021_SPY1_FRKY_NorGrains,grain_yield,3066.284421
BECK726,2021_SPY1_FRKY_NorGrains,grain_yield,3324.832072
BECK726,2021_SPY1_FRKY_NorGrains,grain_yield,3039.068879
BECK726,2021_SPY1_FRKY_NorGrains,grain_yield,4018.828398
BECK726,2021_SPY1_FRKY_NorGrains,grain_yield,4118.61872
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3138.8592
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3723.993358
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3270.400988
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3578.843799
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3383.79908
BECK726,2021_SPY1_FRIL_NorGrains,grain_yield,3628.73896
21PU-0467,2021_SPY1-OH,grain_yield,3551.628257
21PU-0073,2021_SPY1-OH,grain_yield,2594.548356
BECK726,2022_SPY1-PUR1,grain_yield,1505.926668
BECK726,2022_SPY1-PUR1,grain_yield,1832.513175
BECK726,2022_SPY1-PUR1,grain_yield,2290.641469
BECK726,2022_SPY1-PUR1,grain_yield,1755.402472
BECK726,2022_SPY1-PUR2,grain_yield,2145.49191
BECK726,2022_SPY1-PUR2,grain_yield,2322.392934
BECK726,2022_SPY1-PUR2,grain_yield,1896.016107
BECK726,2022_SPY1-PUR2,grain_yield,1918.695725
BECK726,2022_Y1-1_MI,grain_yield,2004.9
BECK726,2022_Y1-1_MI,grain_yield,2068.4
BECK726,2022_Y1-1_MI,grain_yield,2113.7
22PU-3470,2022_Y1-1_MI,grain_yield,2172.7
BECK726,2022_Y1-1_MI,grain_yield,2127.3
22PU-3029,2022_Y1-1_MI,grain_yield,2104.7
B722,2024_Elite_ACRE,grain_yield,1778.08209
21PU-0281,2024_Elite_ACRE,grain_yield,1319.953797
B722,2024_Elite_ACRE,grain_yield,1369.848957
BECK726,2024_Elite_ACRE,grain_yield,1623.860685
BECK726,2024_Elite_ACRE,grain_yield,1220.163475
BECK726,2024_Elite_ACRE,grain_yield,1297.274178
21PU-0281,2024_Elite_ACRE,grain_yield,1133.980925
B722,2024_Elite_ACRE,grain_yield,1356.241186
21PU-0281,2024_Elite_ACRE,grain_yield,1056.870222
BECK726,2024_Elite_ACRE,grain_yield,1251.914941
21PU-0281,2024_Elite_ACRE,grain_yield,1156.660544
B722,2024_Elite_ACRE,grain_yield,1628.396608
21PU-0282,2024_Y3_1_ACRE,grain_yield,1501.390745
21PU-0281,2024_Y3_1_ACRE,grain_yield,825.5381134
21PU-0073,2024_Y3_1_ACRE,grain_yield,1102.229459
21PU-0280,2024_Y3_1_ACRE,grain_yield,780.1788764
21PU-0157,2024_Y3_1_ACRE,grain_yield,1310.881949
BECK726,2024_Y3_1_ACRE,grain_yield,1138.516849
21PU-0467,2024_Y3_1_ACRE,grain_yield,721.2118683
21PU-0280,2024_Y3_1_ACRE,grain_yield,1351.705263
21PU-0282,2024_Y3_1_ACRE,grain_yield,1156.660544
21PU-0280,2024_Y3_1_ACRE,grain_yield,1115.83723
22PU-3470,2024_Y3_1_ACRE,grain_yield,1084.085764
21PU-0507,2024_Y3_1_ACRE,grain_yield,1392.528576
BECK726,2024_Y3_1_ACRE,grain_yield,1397.0645
21PU-0073,2024_Y3_1_ACRE,grain_yield,1310.881949
B722,2024_Y3_1_ACRE,grain_yield,1183.876086
21PU-0281,2024_Y3_1_ACRE,grain_yield,1034.190604
22PU-3029,2024_Y3_1_ACRE,grain_yield,1306.346026
21PU-0467,2024_Y3_1_ACRE,grain_yield,1265.522712
21PU-0507,2024_Y3_1_ACRE,grain_yield,1138.516849
B722,2024_Y3_1_ACRE,grain_yield,1886.944259
22PU-3029,2024_Y3_1_ACRE,grain_yield,1088.621688
BECK726,2024_Y3_1_ACRE,grain_yield,1056.870222
BECK726,2024_Y3_1_ACRE,grain_yield,1415.208194
22PU-3470,2024_Y3_1_ACRE,grain_yield,1120.373154
22PU-3029,2024_Y3_1_ACRE,grain_yield,1138.516849
BECK726,2024_Y3_1_ACRE,grain_yield,1283.666407
B722,2024_Y3_1_ACRE,grain_yield,1319.953797
BECK726,2024_Y3_1_ACRE,grain_yield,1047.798375
21PU-0281,2024_Y3_1_ACRE,grain_yield,1093.157612
21PU-0073,2024_Y3_1_ACRE,grain_yield,1097.693535
21PU-0280,2024_Y3_1_ACRE,grain_yield,1133.980925
21PU-0157,2024_Y3_1_ACRE,grain_yield,948.0080533
21PU-0507,2024_Y3_1_ACRE,grain_yield,966.1517481
21PU-0282,2024_Y3_1_ACRE,grain_yield,780.1788764
22PU-3470,2024_Y3_1_ACRE,grain_yield,961.6158244
21PU-0467,2024_Y3_1_ACRE,grain_yield,1029.65468
21PU-0073,2024_Y3_1_ACRE,grain_yield,1433.351889
22PU-3470,2024_Y3_1_ACRE,grain_yield,1106.765383
21PU-0507,2024_Y3_1_ACRE,grain_yield,675.8526313
B722,2024_Y3_1_ACRE,grain_yield,975.2235955
21PU-0157,2024_Y3_1_ACRE,grain_yield,1378.920805
BECK726,2024_Y3_1_ACRE,grain_yield,920.7925111
21PU-0282,2024_Y3_1_ACRE,grain_yield,848.2177319
21PU-0281,2024_Y3_1_ACRE,grain_yield,1197.483857
21PU-0467,2024_Y3_1_ACRE,grain_yield,938.9362059
22PU-3029,2024_Y3_1_ACRE,grain_yield,1138.516849
21PU-0157,2024_Y3_1_ACRE,grain_yield,789.2507238
BECK726,2024_Y3_1_ACRE,grain_yield,821.0021897
22PU-3170,2024_Y2_2_ACRE,grain_yield,2499.293959
22PU-3092,2024_Y2_2_ACRE,grain_yield,1419.456729
B722,2024_Y2_2_ACRE,grain_yield,1787.153938
22PU-3041,2024_Y2_2_ACRE,grain_yield,1433.351889
B722,2024_Y2_2_ACRE,grain_yield,1378.920805
22PU-3438,2024_Y2_2_ACRE,grain_yield,1705.291769
22PU-3409,2024_Y2_2_ACRE,grain_yield,1773.546167
22PU-3409,2024_Y2_2_ACRE,grain_yield,1102.229459
B722,2024_Y2_2_ACRE,grain_yield,1868.800564
22PU-3092,2024_Y2_2_ACRE,grain_yield,1324.48972
B722,2024_Y2_2_ACRE,grain_yield,1505.926668
22PU-3170,2024_Y2_2_ACRE,grain_yield,1401.600423
B722,2024_Y2_2_ACRE,grain_yield,1442.423737
B722,2024_Y2_2_ACRE,grain_yield,1619.324761
B722,2024_Y2_2_ACRE,grain_yield,1052.334298
B722,2024_Y2_2_ACRE,grain_yield,1156.660544
22PU-3438,2024_Y2_2_ACRE,grain_yield,1428.815966
22PU-3041,2024_Y2_2_ACRE,grain_yield,907.18474
B722,2024_Y2_2_ACRE,grain_yield,1837.049099
B722,2024_Y2_2_ACRE,grain_yield,898.1128926
B722,2024_Y2_2_ACRE,grain_yield,1147.588696
22PU-3170,2024_Y2_2_ACRE,grain_yield,1192.947933
22PU-3092,2024_Y2_2_ACRE,grain_yield,1669.219922
22PU-3438,2024_Y2_2_ACRE,grain_yield,1392.528576
B722,2024_Y2_2_ACRE,grain_yield,1351.705263
22PU-3409,2024_Y2_2_ACRE,grain_yield,1378.920805
22PU-3041,2024_Y2_2_ACRE,grain_yield,1501.390745
22PU-3092,2024_Y2_2_ACRE,grain_yield,1251.914941
B722,2024_Y2_2_ACRE,grain_yield,1968.590886
B722,2024_Y2_2_ACRE,grain_yield,830.0740371
22PU-3041,2024_Y2_2_ACRE,grain_yield,1315.417873
22PU-3170,2024_Y2_2_ACRE,grain_yield,1161.196467
B722,2024_Y2_2_ACRE,grain_yield,889.0410452
22PU-3438,2024_Y2_2_ACRE,grain_yield,1265.522712
22PU-3409,2024_Y2_2_ACRE,grain_yield,1410.672271
B722,2024_Y2_2_ACRE,grain_yield,1623.860685
B722,2024_Y1_2_ACRE,grain_yield,2104.668597
B722,2024_Y1_2_ACRE,grain_yield,1170.268315
B722,2024_Y1_2_ACRE,grain_yield,2036.629741
B722,2024_Y1_2_ACRE,grain_yield,2023.02197
B722,2024_Y1_2_ACRE,grain_yield,2376.824019
B722,2024_Y1_2_ACRE,grain_yield,1977.662733
B722,2024_Y1_2_ACRE,grain_yield,931.2565875
B722,2024_Y1_2_ACRE,grain_yield,1964.054962
B722,2024_Y1_1_ACRE,grain_yield,1524.070363
B722,2024_Y1_1_ACRE,grain_yield,1623.860685
B722,2024_Y1_1_ACRE,grain_yield,1660.148074
B722,2024_Y1_1_ACRE,grain_yield,1660.148074
B722,2024_Y1_1_ACRE,grain_yield,1542.214058
B722,2024_Y1_1_ACRE,grain_yield,1655.468456
B722,2024_Y1_1_ACRE,grain_yield,1159.588696
B722,2024_Y1_1_ACRE,grain_yield,1587.573295
B722,2024_Y2_1_ACRE,grain_yield,1846.120946
22PU-1031,2024_Y2_1_ACRE,grain_yield,1202.019781
22PU-1250,2024_Y2_1_ACRE,grain_yield,1514.998516
BECK726,2024_Y2_1_ACRE,grain_yield,1551.285905
22PU-1031,2024_Y2_1_ACRE,grain_yield,1338.097492
22PU-0108,2024_Y2_1_ACRE,grain_yield,1605.71699
BECK726,2024_Y2_1_ACRE,grain_yield,1165.732391
B722,2024_Y2_1_ACRE,grain_yield,1646.540303
22PU-1081,2024_Y2_1_ACRE,grain_yield,1406.136347
B722,2024_Y2_1_ACRE,grain_yield,1206.555704
B722,2024_Y2_1_ACRE,grain_yield,1601.181066
22PU-1081,2024_Y2_1_ACRE,grain_yield,1637.468456
BECK726,2024_Y2_1_ACRE,grain_yield,1297.274178
BECK726,2024_Y2_1_ACRE,grain_yield,1333.561568
22PU-1250,2024_Y2_1_ACRE,grain_yield,1256.450865
22PU-0108,2024_Y2_1_ACRE,grain_yield,1245.627552
BECK726,2024_Y2_1_ACRE,grain_yield,1265.522712
B722,2024_Y2_1_ACRE,grain_yield,1886.944259
BECK726,2024_Y2_1_ACRE,grain_yield,1084.085764
22PU-1081,2024_Y2_1_ACRE,grain_yield,1251.914941
22PU-1031,2024_Y2_1_ACRE,grain_yield,1433.351889
B722,2024_Y2_1_ACRE,grain_yield,1356.241186
22PU-1250,2024_Y2_1_ACRE,grain_yield,1075.013917
22PU-0108,2024_Y2_1_ACRE,grain_yield,1514.998516
22PU-0108,2024_Y2_1_ACRE,grain_yield,1347.169339
B722,2024_Y2_1_ACRE,grain_yield,1687.363616
BECK726,2024_Y2_1_ACRE,grain_yield,1578.501448
22PU-1081,2024_Y2_1_ACRE,grain_yield,1682.827693
22PU-1250,2024_Y2_1_ACRE,grain_yield,1841.585022
B722,2024_Y2_1_ACRE,grain_yield,1583.037371
BECK726,2024_Y2_1_ACRE,grain_yield,1578.501448
22PU-1031,2024_Y2_1_ACRE,grain_yield,1546.749982
B722,2025_Y2-2_ACRE,grain_yield,3900.894382
BECK726,2025_Y2-2_ACRE,grain_yield,4354.486752
B722,2025_Y2-2_ACRE,grain_yield,4032.436169
BECK726,2025_Y2-2_ACRE,grain_yield,4086.867254
B722,2025_Y2-2_ACRE,grain_yield,3556.164181
B722,2025_Y2-2_ACRE,grain_yield,3864.606992
BECK726,2025_Y2-2_ACRE,grain_yield,4118.61872
B722,2025_Y2-2_ACRE,grain_yield,4318.199362
B722,2025_Y2-2_ACRE,grain_yield,3619.667113
B722,2025_Y2-2_ACRE,grain_yield,4286.447897
BECK726,2025_Y2-2_ACRE,grain_yield,3710.385587
B722,2025_Y2-2_ACRE,grain_yield,4191.193499
22PU-3092,2025_Y3-1_ACRE,grain_yield,3773.888518
22PU-0108,2025_Y3-1_ACRE,grain_yield,4177.585728
BECK726,2025_Y3-1_ACRE,grain_yield,4041.508017
22PU-3092,2025_Y3-1_ACRE,grain_yield,3401.942775
22PU-1031,2025_Y3-1_ACRE,grain_yield,3560.700105
22PU-3170,2025_Y3-1_ACRE,grain_yield,3792.032213
22PU-3170,2025_Y3-1_ACRE,grain_yield,2961.958176
22PU-3409,2025_Y3-1_ACRE,grain_yield,3447.302012
22PU-3438,2025_Y3-1_ACRE,grain_yield,3968.933238
22PU-3409,2025_Y3-1_ACRE,grain_yield,3293.080606
22PU-3438,2025_Y3-1_ACRE,grain_yield,4041.508017
22PU-3041,2025_Y3-1_ACRE,grain_yield,3773.888518
B722,2025_Y3-1_ACRE,grain_yield,4286.447897
BECK726,2025_Y3-1_ACRE,grain_yield,4095.939101
22PU-1081,2025_Y3-1_ACRE,grain_yield,3587.915647
22PU-1031,2025_Y3-1_ACRE,grain_yield,4445.205226
B722,2025_Y3-1_ACRE,grain_yield,4095.939101
22PU-3170,2025_Y3-1_ACRE,grain_yield,3256.793217
22PU-0108,2025_Y3-1_ACRE,grain_yield,3719.457434
BECK726,2025_Y3-1_ACRE,grain_yield,3796.568137
22PU-3041,2025_Y3-1_ACRE,grain_yield,4000.684703
22PU-1250,2025_Y3-1_ACRE,grain_yield,2698.874602
22PU-3438,2025_Y3-1_ACRE,grain_yield,4141.298338
22PU-3092,2025_Y3-1_ACRE,grain_yield,3651.418579
22PU-1031,2025_Y3-1_ACRE,grain_yield,4336.343057
22PU-3409,2025_Y3-1_ACRE,grain_yield,3079.892192
22PU-3092,2025_Y3-1_ACRE,grain_yield,3542.55641
22PU-1250,2025_Y3-1_ACRE,grain_yield,2862.167855
22PU-3170,2025_Y3-1_ACRE,grain_yield,3234.113598
BECK726,2025_Y3-1_ACRE,grain_yield,4073.259483
22PU-3041,2025_Y3-1_ACRE,grain_yield,3551.628257
22PU-1081,2025_Y3-1_ACRE,grain_yield,4050.579864
22PU-3438,2025_Y3-1_ACRE,grain_yield,4222.944965
22PU-3409,2025_Y3-1_ACRE,grain_yield,3832.855527
22PU-1250,2025_Y3-1_ACRE,grain_yield,2943.814481
22PU-0108,2025_Y3-1_ACRE,grain_yield,3755.744824
B722,2025_Y3-1_ACRE,grain_yield,4458.812997
22PU-1081,2025_Y3-1_ACRE,grain_yield,3401.942775
22PU-1031,2025_Y3-1_ACRE,grain_yield,3755.744824
22PU-0108,2025_Y3-1_ACRE,grain_yield,4526.851853
22PU-1081,2025_Y3-1_ACRE,grain_yield,3846.463298
22PU-1250,2025_Y3-1_ACRE,grain_yield,2753.305686
22PU-3041,2025_Y3-1_ACRE,grain_yield,3782.960366
B722,2025_Y3-1_ACRE,grain_yield,4263.768278
B722,2025_Y1-5_ACRE,grain_yield,3497.197173
B722,2025_Y1-5_ACRE,grain_yield,3615.131189
BECK726,2025_Y1-5_ACRE,grain_yield,4286.447897
B722,2025_Y1-5_ACRE,grain_yield,3542.55641
BECK726,2025_Y1-5_ACRE,grain_yield,3978.005085
B722,2025_Y1-5_ACRE,grain_yield,4159.442033
BECK726,2025_Y1-5_ACRE,grain_yield,4322.735286
B722,2025_Y1-5_ACRE,grain_yield,3225.041751
BECK726,2025_Y1-5_ACRE,grain_yield,3215.969903
B722,2025_Y1-5_ACRE,grain_yield,3506.26902
BECK726,2025_Y1-5_ACRE,grain_yield,4114.082796
BECK726,2025_Y1-5_ACRE,grain_yield,3782.960366
B722,2025_Y2-1_ACRE,grain_yield,4132.226491
BECK726,2025_Y2-1_ACRE,grain_yield,3660.490426
B722,2025_Y2-1_ACRE,grain_yield,4195.729423
BECK726,2025_Y2-1_ACRE,grain_yield,3782.960366
B722,2025_Y2-1_ACRE,grain_yield,4440.669302
BECK726,2025_Y2-1_ACRE,grain_yield,3832.855527
B722,2025_Y2-1_ACRE,grain_yield,4359.022676
BECK726,2025_Y2-1_ACRE,grain_yield,3900.894382
B722,2025_Y1-3_ACRE,grain_yield,3515.340868
B722,2025_Y1-3_ACRE,grain_yield,4218.409041
B722,2025_Y1-3_ACRE,grain_yield,4254.696431
BECK726,2025_Y1-3_ACRE,grain_yield,4018.828398
B722,2025_Y1-3_ACRE,grain_yield,3769.352595
BECK726,2025_Y1-3_ACRE,grain_yield,4254.696431
BECK726,2025_Y1-3_ACRE,grain_yield,3837.39145
B722,2025_Y1-3_ACRE,grain_yield,4381.702294
BECK726,2025_Y1-3_ACRE,grain_yield,3352.047614
BECK726,2025_Y1-3_ACRE,grain_yield,3764.816671
B722,2025_Y1-3_ACRE,grain_yield,3469.981631
B722,2025_Y1-1_ACRE,grain_yield,3364.83207
BECK726,2025_Y1-1_ACRE,grain_yield,4735.504343
B722,2025_Y1-1_ACRE,grain_yield,4227.480888
B722,2025_Y1-1_ACRE,grain_yield,4232.016812
BECK726,2025_Y1-1_ACRE,grain_yield,3801.104061
B722,2025_Y1-1_ACRE,grain_yield,3238.649522
BECK726,2025_Y1-1_ACRE,grain_yield,4721.896572
B722,2025_Y1-1_ACRE,grain_yield,3896.358458
BECK726,2025_Y1-1_ACRE,grain_yield,3945.430303
BECK726,2025_Y1-1_ACRE,grain_yield,3601.523418
B722,2025_Y1-8_Light_ACRE,grain_yield,3814.711832
B722,2025_Y1-8_Light_ACRE,grain_yield,4118.61872
B722,2025_Y1-8_Light_ACRE,grain_yield,4404.381913
BECK726,2025_Y1-8_Light_ACRE,grain_yield,3764.816671
BECK726,2025_Y1-8_Light_ACRE,grain_yield,3864.606992
B722,2025_Y1-2_ACRE,grain_yield,4004.397312
B722,2025_Y1-2_ACRE,grain_yield,3723.993358
BECK726,2025_Y1-2_ACRE,grain_yield,3946.253619
BECK726,2025_Y1-2_ACRE,grain_yield,4436.133379
B722,2025_Y1-2_ACRE,grain_yield,3746.672976
BECK726,2025_Y1-2_ACRE,grain_yield,4703.752877
B722,2025_Y1-2_ACRE,grain_yield,3832.855527
B722,2025_Y1-2_ACRE,grain_yield,4436.133379
BECK726,2025_Y1-2_ACRE,grain_yield,3932.645848
BECK726,2025_Y1-2_ACRE,grain_yield,3324.832072
B722,2025_Y1-6_ACRE,grain_yield,3669.562273
B722,2025_Y1-6_ACRE,grain_yield,4309.127515
BECK726,2025_Y1-6_ACRE,grain_yield,4259.232354
BECK726,2025_Y1-6_ACRE,grain_yield,4953.22868
B722,2025_Y1-6_ACRE,grain_yield,4694.68103
BECK726,2025_Y1-6_ACRE,grain_yield,4200.265346
B722,2025_Y1-6_ACRE,grain_yield,4422.525608
BECK726,2025_Y1-6_ACRE,grain_yield,4168.51388
B722,2025_Y1-6_ACRE,grain_yield,4095.939101
BECK726,2025_Y1-6_ACRE,grain_yield,4699.216953
B722,2025_Y1-4_ACRE,grain_yield,2721.55422
B722,2025_Y1-4_ACRE,grain_yield,3701.313739
BECK726,2025_Y1-4_ACRE,grain_yield,3265.865064
B722,2025_Y1-4_ACRE,grain_yield,4232.016812
BECK726,2025_Y1-4_ACRE,grain_yield,3488.125325
B722,2025_Y1-4_ACRE,grain_yield,3950.789543
BECK726,2025_Y1-4_ACRE,grain_yield,3497.197173
BECK726,2025_Y1-4_ACRE,grain_yield,3265.865064
B722,2025_Y1-4_ACRE,grain_yield,3479.053478
B722,2025_Y1-7_ACRE,grain_yield,2980.101871
B722,2025_Y1-7_ACRE,grain_yield,4204.80127
BECK726,2025_Y1-7_ACRE,grain_yield,3556.164181
B722,2025_Y1-7_ACRE,grain_yield,3683.170044
BECK726,2025_Y1-7_ACRE,grain_yield,3896.358458
B722,2025_Y1-7_ACRE,grain_yield,3655.954502
BECK726,2025_Y1-7_ACRE,grain_yield,3959.86139
B722,2025_Y1-7_ACRE,grain_yield,3742.137053
BECK726,2025_Y1-7_ACRE,grain_yield,3220.505827
BECK726,2025_Y1-7_ACRE,grain_yield,4250.160507
BECK726,2025_Y1-7_ACRE,grain_yield,3710.385587
B722,2025_Y1-7_Rep_ACRE,grain_yield,4449.74115
BECK726,2025_Y1-7_Rep_ACRE,grain_yield,4467.884845
BECK726,2025_Y1-7_Rep_ACRE,grain_yield,4780.86358
WI13OWW-174.01,OWW_2021_SPO,grain_yield,201.0
WI13OWW-11.03,OWW_2021_SPO,grain_yield,225.0
WI13OWW-199.09,OWW_2021_SPO,grain_yield,192.0
WI13OWW-145.06,OWW_2021_SPO,grain_yield,230.0
WI13OWW-212.08,OWW_2021_SPO,grain_yield,253.0
EXPEDITION,OWW_2021_SPO,grain_yield,282.0
WI13OWW-7.02,OWW_2021_SPO,grain_yield,263.0
WI13OWW-9.1,OWW_2021_SPO,grain_yield,249.0
WI13OWW-140.05,OWW_2021_SPO,grain_yield,270.0
REDFIELD,OWW_2021_SPO,grain_yield,236.0
WI13OWW-8.06,OWW_2021_SPO,grain_yield,217.0
WI13OWW-260.06,OWW_2021_SPO,grain_yield,283.0
WI13OWW-54.08,OWW_2021_SPO,grain_yield,322.0
WI13OWW-47.04,OWW_2021_SPO,grain_yield,265.0
WI13OWW-12.05,OWW_2021_SPO,grain_yield,211.0
WARTHOG,OWW_2021_SPO,grain_yield,430.0
WI13OWW-183.05,OWW_2021_SPO,grain_yield,211.0
ARAPAHOE,OWW_2021_SPO,grain_yield,222.0
WI13OWW-138.04,OWW_2021_SPO,grain_yield,237.0
WI13OWW-202.07,OWW_2021_SPO,grain_yield,226.0
WARTHOG,OWW_2021_SPO,grain_yield,255.0
WI13OWW-9.1,OWW_2021_SPO,grain_yield,199.0
WI13OWW-54.08,OWW_2021_SPO,grain_yield,223.0
WI13OWW-8.06,OWW_2021_SPO,grain_yield,245.0
WI13OWW-212.08,OWW_2021_SPO,grain_yield,272.0
WI13OWW-7.02,OWW_2021_SPO,grain_yield,215.0
WI13OWW-140.05,OWW_2021_SPO,grain_yield,212.0
WI13OWW-199.09,OWW_2021_SPO,grain_yield,192.0
WI13OWW-145.06,OWW_2021_SPO,grain_yield,224.0
WI13OWW-260.06,OWW_2021_SPO,grain_yield,253.0
REDFIELD,OWW_2021_SPO,grain_yield,201.0
WI13OWW-202.07,OWW_2021_SPO,grain_yield,198.0
ARAPAHOE,OWW_2021_SPO,grain_yield,169.0
EXPEDITION,OWW_2021_SPO,grain_yield,270.0
WI13OWW-47.04,OWW_2021_SPO,grain_yield,264.0
WI13OWW-12.05,OWW_2021_SPO,grain_yield,213.0
WI13OWW-11.03,OWW_2021_SPO,grain_yield,262.0
WI13OWW-174.01,OWW_2021_SPO,grain_yield,196.0
WI13OWW-138.04,OWW_2021_SPO,grain_yield,216.0
WI13OWW-183.05,OWW_2021_SPO,grain_yield,242.0
WI13OWW-11.03,OWW_2021_SPO,grain_yield,192.0
EXPEDITION,OWW_2021_SPO,grain_yield,243.0
WI13OWW-260.06,OWW_2021_SPO,grain_yield,269.0
WI13OWW-7.02,OWW_2021_SPO,grain_yield,194.0
WI13OWW-174.01,OWW_2021_SPO,grain_yield,174.0
WI13OWW-199.09,OWW_2021_SPO,grain_yield,180.0
WI13OWW-202.07,OWW_2021_SPO,grain_yield,210.0
WARTHOG,OWW_2021_SPO,grain_yield,207.0
WI13OWW-8.06,OWW_2021_SPO,grain_yield,206.0
WI13OWW-54.08,OWW_2021_SPO,grain_yield,210.0
WI13OWW-140.05,OWW_2021_SPO,grain_yield,224.0
WI13OWW-183.05,OWW_2021_SPO,grain_yield,262.0
REDFIELD,OWW_2021_SPO,grain_yield,210.0
WI13OWW-212.08,OWW_2021_SPO,grain_yield,207.0
WI13OWW-12.05,OWW_2021_SPO,grain_yield,288.0
WI13OWW-138.04,OWW_2021_SPO,grain_yield,279.0
WI13OWW-145.06,OWW_2021_SPO,grain_yield,257.0
WI13OWW-47.04,OWW_2021_SPO,grain_yield,242.0
ARAPAHOE,OWW_2021_SPO,grain_yield,202.0
WI13OWW-9.1,OWW_2021_SPO,grain_yield,229.0
WI13OWW-212.08,OWW_2021_MAD,grain_yield,2500.0
Montcalm,OWW_2021_MAD,grain_yield,3240.0
WI13OWW-199.09,OWW_2021_MAD,grain_yield,2630.0
WI13OWW-8.06,OWW_2021_MAD,grain_yield,2860.0
WI13OWW-140.05,OWW_2021_MAD,grain_yield,2955.0
TAM 114,OWW_2021_MAD,grain_yield,3335.0
VA14HRW-41,OWW_2021_MAD,grain_yield,2800.0
RUTH,OWW_2021_MAD,grain_yield,2480.0
WI13OWW-260.06,OWW_2021_MAD,grain_yield,1800.0
Sirvinta,OWW_2021_MAD,grain_yield,2960.0
Brome,OWW_2021_MAD,grain_yield,2985.0
WI13OWW-54.08,OWW_2021_MAD,grain_yield,2790.0
WI13OWW-47.04,OWW_2021_MAD,grain_yield,2895.0
VA16HRW-22,OWW_2021_MAD,grain_yield,3960.0
REDFIELD,OWW_2021_MAD,grain_yield,3405.0
EXPEDITION,OWW_2021_MAD,grain_yield,3455.0
WI13OWW-202.07,OWW_2021_MAD,grain_yield,2840.0
Champlain,OWW_2021_MAD,grain_yield,3365.0
WI13OWW-138.04,OWW_2021_MAD,grain_yield,2895.0
WI13OWW-9.1,OWW_2021_MAD,grain_yield,3220.0
WI13OWW-47.04,OWW_2021_MAD,grain_yield,2945.0
AC_MORLEY,OWW_2021_MAD,grain_yield,3650.0
