germplasmName,studyName,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
B722,2025_Y2-1_ACRE,,,,,,,
BECK726,2025_Y2-1_ACRE,,,,,,,
B722,2025_Y2-1_ACRE,,,,,,,
BECK726,2025_Y2-1_ACRE,,,,,,,
B722,2025_Y2-1_ACRE,,,,,,,
BECK726,2025_Y2-1_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
BECK726,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
BECK726,2025_Y1-3_ACRE,,,,,,,
BECK726,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
BECK726,2025_Y1-3_ACRE,,,,,,,
BECK726,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-3_ACRE,,,,,,,
B722,2025_Y1-1_ACRE,,,,,,,
BECK726,2025_Y1-1_ACRE,,,,,,,
B722,2025_Y1-1_ACRE,,,,,,,
B722,2025_Y1-1_ACRE,,,,,,,
BECK726,2025_Y1-1_ACRE,,,,,,,
B722,2025_Y1-1_ACRE,,,,,,,
BECK726,2025_Y1-1_ACRE,,,,,,,
B722,2025_Y1-1_ACRE,,,,,,,
BECK726,2025_Y1-1_ACRE,,,,,,,
BECK726,2025_Y1-1_ACRE,,,,,,,
B722,2025_Y1-8_Light_ACRE,,,,,,,
B722,2025_Y1-8_Light_ACRE,,,,,,,
B722,2025_Y1-8_Light_ACRE,,,,,,,
BECK726,2025_Y1-8_Light_ACRE,,,,,,,
BECK726,2025_Y1-8_Light_ACRE,,,,,,,
B722,2025_Y1-2_ACRE,,,,,,,
B722,2025_Y1-2_ACRE,,,,,,,
BECK726,2025_Y1-2_ACRE,,,,,,,
BECK726,2025_Y1-2_ACRE,,,,,,,
B722,2025_Y1-2_ACRE,,,,,,,
BECK726,2025_Y1-2_ACRE,,,,,,,
B722,2025_Y1-2_ACRE,,,,,,,
B722,2025_Y1-2_ACRE,,,,,,,
BECK726,2025_Y1-2_ACRE,,,,,,,
BECK726,2025_Y1-2_ACRE,,,,,,,
B722,2025_Y1-6_ACRE,,,,,,,
B722,2025_Y1-6_ACRE,,,,,,,
BECK726,2025_Y1-6_ACRE,,,,,,,
BECK726,2025_Y1-6_ACRE,,,,,,,
B722,2025_Y1-6_ACRE,,,,,,,
BECK726,2025_Y1-6_ACRE,,,,,,,
B722,2025_Y1-6_ACRE,,,,,,,
BECK726,2025_Y1-6_ACRE,,,,,,,
B722,2025_Y1-6_ACRE,,,,,,,
BECK726,2025_Y1-6_ACRE,,,,,,,
B722,2025_Y1-4_ACRE,,,,,,,
B722,2025_Y1-4_ACRE,,,,,,,
BECK726,2025_Y1-4_ACRE,,,,,,,
B722,2025_Y1-4_ACRE,,,,,,,
BECK726,2025_Y1-4_ACRE,,,,,,,
B722,2025_Y1-4_ACRE,,,,,,,
BECK726,2025_Y1-4_ACRE,,,,,,,
BECK726,2025_Y1-4_ACRE,,,,,,,
B722,2025_Y1-4_ACRE,,,,,,,
B722,2025_Y1-7_ACRE,,,,,,,
B722,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
B722,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
B722,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
B722,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
BECK726,2025_Y1-7_ACRE,,,,,,,
B722,2025_Y1-7_Rep_ACRE,,,,,,,
BECK726,2025_Y1-7_Rep_ACRE,,,,,,,
BECK726,2025_Y1-7_Rep_ACRE,,,,,,,
WI13OWW-174.01,OWW_2021_SPO,,,,,,,
WI13OWW-11.03,OWW_2021_SPO,,,,,,,
WI13OWW-199.09,OWW_2021_SPO,,,,,,,
WI13OWW-145.06,OWW_2021_SPO,,,,,,,
WI13OWW-212.08,OWW_2021_SPO,,,,,,,
EXPEDITION,OWW_2021_SPO,,,,,,,
WI13OWW-7.02,OWW_2021_SPO,,,,,,,
WI13OWW-9.1,OWW_2021_SPO,,,,,,,
WI13OWW-140.05,OWW_2021_SPO,,,,,,,
REDFIELD,OWW_2021_SPO,,,,,,,
WI13OWW-8.06,OWW_2021_SPO,,,,,,,
WI13OWW-260.06,OWW_2021_SPO,,,,,,,
WI13OWW-54.08,OWW_2021_SPO,,,,,,,
WI13OWW-47.04,OWW_2021_SPO,,,,,,,
WI13OWW-12.05,OWW_2021_SPO,,,,,,,
WARTHOG,OWW_2021_SPO,,,,,,,
WI13OWW-183.05,OWW_2021_SPO,,,,,,,
ARAPAHOE,OWW_2021_SPO,,,,,,,
WI13OWW-138.04,OWW_2021_SPO,,,,,,,
WI13OWW-202.07,OWW_2021_SPO,,,,,,,
WARTHOG,OWW_2021_SPO,,,,,,,
WI13OWW-9.1,OWW_2021_SPO,,,,,,,
WI13OWW-54.08,OWW_2021_SPO,,,,,,,
WI13OWW-8.06,OWW_2021_SPO,,,,,,,
WI13OWW-212.08,OWW_2021_SPO,,,,,,,
WI13OWW-7.02,OWW_2021_SPO,,,,,,,
WI13OWW-140.05,OWW_2021_SPO,,,,,,,
WI13OWW-199.09,OWW_2021_SPO,,,,,,,
WI13OWW-145.06,OWW_2021_SPO,,,,,,,
WI13OWW-260.06,OWW_2021_SPO,,,,,,,
REDFIELD,OWW_2021_SPO,,,,,,,
WI13OWW-202.07,OWW_2021_SPO,,,,,,,
ARAPAHOE,OWW_2021_SPO,,,,,,,
EXPEDITION,OWW_2021_SPO,,,,,,,
WI13OWW-47.04,OWW_2021_SPO,,,,,,,
WI13OWW-12.05,OWW_2021_SPO,,,,,,,
WI13OWW-11.03,OWW_2021_SPO,,,,,,,
WI13OWW-174.01,OWW_2021_SPO,,,,,,,
WI13OWW-138.04,OWW_2021_SPO,,,,,,,
WI13OWW-183.05,OWW_2021_SPO,,,,,,,
WI13OWW-11.03,OWW_2021_SPO,,,,,,,
EXPEDITION,OWW_2021_SPO,,,,,,,
WI13OWW-260.06,OWW_2021_SPO,,,,,,,
WI13OWW-7.02,OWW_2021_SPO,,,,,,,
WI13OWW-174.01,OWW_2021_SPO,,,,,,,
WI13OWW-199.09,OWW_2021_SPO,,,,,,,
WI13OWW-202.07,OWW_2021_SPO,,,,,,,
WARTHOG,OWW_2021_SPO,,,,,,,
WI13OWW-8.06,OWW_2021_SPO,,,,,,,
WI13OWW-54.08,OWW_2021_SPO,,,,,,,
WI13OWW-140.05,OWW_2021_SPO,,,,,,,
WI13OWW-183.05,OWW_2021_SPO,,,,,,,
REDFIELD,OWW_2021_SPO,,,,,,,
WI13OWW-212.08,OWW_2021_SPO,,,,,,,
WI13OWW-12.05,OWW_2021_SPO,,,,,,,
WI13OWW-138.04,OWW_2021_SPO,,,,,,,
WI13OWW-145.06,OWW_2021_SPO,,,,,,,
WI13OWW-47.04,OWW_2021_SPO,,,,,,,
ARAPAHOE,OWW_2021_SPO,,,,,,,
WI13OWW-9.1,OWW_2021_SPO,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
Montcalm,OWW_2021_MAD,,,,,,,
WI13OWW-199.09,OWW_2021_MAD,,,,,,,
WI13OWW-8.06,OWW_2021_MAD,,,,,,,
WI13OWW-140.05,OWW_2021_MAD,,,,,,,
TAM 114,OWW_2021_MAD,,,,,,,
VA14HRW-41,OWW_2021_MAD,,,,,,,
RUTH,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
Sirvinta,OWW_2021_MAD,,,,,,,
Brome,OWW_2021_MAD,,,,,,,
WI13OWW-54.08,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
VA16HRW-22,OWW_2021_MAD,,,,,,,
REDFIELD,OWW_2021_MAD,,,,,,,
EXPEDITION,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
Champlain,OWW_2021_MAD,,,,,,,
WI13OWW-138.04,OWW_2021_MAD,,,,,,,
WI13OWW-9.1,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
AC_MORLEY,OWW_2021_MAD,,,,,,,
WI13OWW-12.05,OWW_2021_MAD,,,,,,,
WI13OWW-174.01,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
OVERLAND,OWW_2021_MAD,,,,,,,
WI13OWW-145.06,OWW_2021_MAD,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
Turkey Red,OWW_2021_MAD,,,,,,,
WI13OWW-7.02,OWW_2021_MAD,,,,,,,
WINTERHAWK,OWW_2021_MAD,,,,,,,
ARAPAHOE,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
VA14HRW-25,OWW_2021_MAD,,,,,,,
WI13OWW-183.05,OWW_2021_MAD,,,,,,,
WI13OWW-11.03,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
Montcalm,OWW_2021_MAD,,,,,,,
OVERLAND,OWW_2021_MAD,,,,,,,
TAM 114,OWW_2021_MAD,,,,,,,
VA16HRW-22,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
RUTH,OWW_2021_MAD,,,,,,,
WI13OWW-11.03,OWW_2021_MAD,,,,,,,
WI13OWW-7.02,OWW_2021_MAD,,,,,,,
WI13OWW-12.05,OWW_2021_MAD,,,,,,,
WI13OWW-12.05,OWW_2021_MAD,,,,,,,
REDFIELD,OWW_2021_MAD,,,,,,,
Brome,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
WI13OWW-199.09,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
WI13OWW-174.01,OWW_2021_MAD,,,,,,,
WI13OWW-145.06,OWW_2021_MAD,,,,,,,
WI13OWW-9.1,OWW_2021_MAD,,,,,,,
WI13OWW-140.05,OWW_2021_MAD,,,,,,,
WI13OWW-183.05,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
WINTERHAWK,OWW_2021_MAD,,,,,,,
AC_MORLEY,OWW_2021_MAD,,,,,,,
EXPEDITION,OWW_2021_MAD,,,,,,,
TX02A0252,OWW_2021_MAD,,,,,,,
VA14HRW-25,OWW_2021_MAD,,,,,,,
VA14HRW-41,OWW_2021_MAD,,,,,,,
Turkey Red,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
WI13OWW-8.06,OWW_2021_MAD,,,,,,,
ARAPAHOE,OWW_2021_MAD,,,,,,,
WI13OWW-138.04,OWW_2021_MAD,,,,,,,
Sirvinta,OWW_2021_MAD,,,,,,,
Champlain,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
WI13OWW-54.08,OWW_2021_MAD,,,,,,,
TAM 114,OWW_2021_MAD,,,,,,,
ARAPAHOE,OWW_2021_MAD,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
WI13OWW-9.1,OWW_2021_MAD,,,,,,,
WI13OWW-140.05,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
VA14HRW-25,OWW_2021_MAD,,,,,,,
RUTH,OWW_2021_MAD,,,,,,,
OVERLAND,OWW_2021_MAD,,,,,,,
WI13OWW-199.09,OWW_2021_MAD,,,,,,,
WI13OWW-138.04,OWW_2021_MAD,,,,,,,
WARTHOG,OWW_2021_MAD,,,,,,,
WI13OWW-145.06,OWW_2021_MAD,,,,,,,
WI13OWW-54.08,OWW_2021_MAD,,,,,,,
WI13OWW-7.02,OWW_2021_MAD,,,,,,,
WI13OWW-47.04,OWW_2021_MAD,,,,,,,
VA14HRW-41,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
WI13OWW-202.07,OWW_2021_MAD,,,,,,,
WI13OWW-11.03,OWW_2021_MAD,,,,,,,
REDFIELD,OWW_2021_MAD,,,,,,,
Brome,OWW_2021_MAD,,,,,,,
WI13OWW-8.06,OWW_2021_MAD,,,,,,,
WI13OWW-174.01,OWW_2021_MAD,,,,,,,
WI13OWW-183.05,OWW_2021_MAD,,,,,,,
EXPEDITION,OWW_2021_MAD,,,,,,,
Champlain,OWW_2021_MAD,,,,,,,
WI13OWW-12.05,OWW_2021_MAD,,,,,,,
WINTERHAWK,OWW_2021_MAD,,,,,,,
WI13OWW-12.05,OWW_2021_MAD,,,,,,,
VA16HRW-22,OWW_2021_MAD,,,,,,,
Turkey Red,OWW_2021_MAD,,,,,,,
WI13OWW-260.06,OWW_2021_MAD,,,,,,,
WI13OWW-212.08,OWW_2021_MAD,,,,,,,
Montcalm,OWW_2021_MAD,,,,,,,
AC_MORLEY,OWW_2021_MAD,,,,,,,
TX02A0252,OWW_2021_MAD,,,,,,,
BECK726,2025_Elite_ACRE,,,,,,,
21PU-0280,2025_Elite_ACRE,,,,,,,
