germplasmName,value
FREDRICK,4096.88
WI13OWW-266.1,3338.63
SHIRLEY,2467.29
Rougdu_Roc/JFB,3642.4
WI13OWW-51.08,3700.62
WI13OWW-12.05,3454.04
ALAUDA,4183.75
TX02A0252,3733.37
WI13OWW-183.05,4521.15
JUDEE,4261.1
WI13OWW-47.04,4113.0
AC_MORLEY,4393.55
WI13OWW-202.07,3375.83
WINNER,4593.03
VA16HRW-22,2190.9
Millenium,4858.59
Oulianowska,2982.35
WI13OWW-9.1,3972.91
Megamix Montpellie Allogame,4082.69
ARS10-028,5423.39
CAPPELLI,5297.61
ARS18W0646,5531.97
WI13OWW-174.01,5549.04
Mottet Blanc,6347.88
WI13OWW-144.01,6751.78
Rouge Prolifique,5223.45
NUEAST,5463.6
VA18HRW-96,5879.08
WI13OWW-224.02,6669.54
Rosa de Sabedo,4092.02
Barbet de Farez,3514.84
Megamix Moulon Allogame,4252.81
WARTHOG,4514.13
Huabey,3992.95
WI13OWW-12.02,3782.49
APPALACHIANWHITE,4931.41
VA20HRW-39,5101.43
WI13OWW-140.02,4261.1
Barbu du Macconais,2963.94
WI13OWW-138.08,5181.36
VA18HRW-57,6101.52
CLARKS_CREAM,5710.83
REDFIELD,5140.96
WI13OWW-47.04,5549.04
YORKSTAR,5414.71
WI13OWW-154.03,6043.17
WI13OWW-145.06,5771.01
WI13OWW-199.09,6049.76
ARS16W1067,7156.97
14NORD-01,5845.15
DH12SRW056-058,6443.75
FOUROSIX,5691.75
RedFife,3646.04
WI13OWW-212.08,3919.07
WI13OWW-51.02,4198.15
WI13OWW-51.06,4277.35
ARAPAHOE,5773.81
WI13OWW-7.01,4973.28
WI13OWW-47.04,4494.55
Alenkejava,4130.95
15NORD-39,3901.94
OAHE,6937.15
WI13OWW-154.07,4455.18
NE06545,4733.52
EXPEDITION,5592.43
VISION45,6087.69
Brome,3962.61
Montcalm,5763.8
DH18HRW-138-56,4184.89
WI13OWW-54.08,3640.85
NE06607,5260.83
Blé Dla Saone,1885.24
WI13OWW-260.06,3584.0
Blé des Vosges,2287.33
Bearpaw,3296.17
DECADE,4052.67
ALICE,3404.83
RUTH,4710.28
ARS18W0682,3931.74
WI13OWW-7.02,4455.18
BOBCAT,3788.18
Champlain,4696.56
Pounder,3488.24
FLATHEAD,3027.94
OVERLAND,3355.36
WI13OWW-1.07,2470.2
WI13OWW-140.07,2614.3
CATAWBA,1744.9
APPALACHIANWHITE,2812.06
HONOR,3264.19
NW13493,3014.62
VA19HRW-17,3194.63
AGS 3022,3627.34
GENESEE,3028.04
WI13OWW-2.06,2739.23
EXPEDITION,1710.25
WI13OWW-138.05,3253.28
VA18HRW-58,3116.23
Romanello,2608.26
FORWARD,3072.03
Rouge de Alsace,3211.55
WI13OWW-199.09,5010.58
VA18HRW-57,5424.55
WINNER,7277.46
WI13OWW-260.06,6165.75
ARS19W258,6731.3
ARS18W0646,4082.69
Maxine,5673.74
WI13OWW-10.05,5130.66
Megamix Moulon Allogame,5256.19
Atar,3917.58
Rougdu_Roc/JFB,5136.42
AGS 3022,5690.99
WI13OWW-138.1,4156.59
APPALACHIANWHITE,3882.56
OAHE,6933.68
YORKSTAR,6343.78
WARTHOG,6167.7
WI13OWW-183.05,6443.88
Millenium,6660.93
GUA,4411.27
VA18HRW-58,6454.26
ARS16W1067,7544.98
Pounder,4466.95
NE06545,5615.47
VA20HRW-10,5827.77
VA14HRW-41,4393.55
WI13OWW-174.01,5619.71
FREDRICK,6001.63
ARROW,6169.89
WI13OWW-9.1,5144.64
Ladoga,5104.64
ARS18W0700,4454.94
DECADE,4683.09
AC_MORLEY,5136.29
WI13OWW-266.1,5307.26
WI13OWW-144.01,5959.97
WI13OWW-138.08,4210.28
Rouge de Alsace,4857.96
Champlain,5463.6
VA17W-75,4853.38
WI13OWW-9.05,5381.05
DH18HRW-138-56,4991.33
TX02A0252,6325.64
FORWARD,5138.48
Megamix Moulon Autogame,4885.26
14VDH-HRW02-029,5615.47
Oulianowska,3302.18
WI13OWW-154.03,5434.15
NI12702W,4478.83
WI13OWW-47.04,5382.37
REDFIELD,5156.54
GENESEE,4395.59
ALAUDA,4896.98
FOUROSIX,6371.06
WI13OWW-140.05,4259.9
WI13OWW-11.03,3888.55
WI13OWW-51.08,4920.92
CAPPELLI,4790.47
VA20HRW-39,6061.39
Rosa de Sabedo,3556.53
HONOR,4940.4
WI13OWW-54.08,3846.07
WI13OWW-7.02,4504.65
WI13OWW-199.1,4406.91
WI13OWW-47.04,3916.25
WI13OWW-140.05,4185.11
Blé Allemand,3483.37
Marius,4268.27
WI13OWW-202.07,3462.69
BOBCAT,3750.71
BANATKA,3060.34
WI13OWW-12.02,3553.88
ARAPAHOE,4445.41
ROJO_DE_SABANDO,3925.85
GOODSTREAK,4873.21
Blanc dla Saone,2301.92
Rouge Prolifique,4438.27
Megamix Montpellie Allogame,4750.86
EXPEDITION,4883.22
ARS18W0079,4132.73
VA19HRW-26,4718.76
Alenkejava,3492.3
NORTHERN,3993.49
WI13OWW-59.05,3038.84
WI13OWW-145.06,3507.02
WI13OWW-1.07,3396.53
EXPEDITION,4496.17
Haute Brionnais Mutique,2285.76
VA14HRW-25,2172.57
Brome,3252.43
WI13OWW-47.04,2953.95
VA20HRW-38,3338.44
WI13OWW-138.05,3087.75
Blé du Lot,3809.25
APPALACHIANWHITE,4322.85
Ovlianowska,2925.57
RedFife,4456.55
WI13OWW-138.04,3640.85
14NORD-01,4168.46
WI13OWW-152.02,3512.32
WI13OWW-47.04,4841.15
RUTH,4404.41
WI13OWW-2.06,3252.33
TUELLE,2548.21
REDEEMER,3558.2
NUEAST,3793.75
ARS10-028,2871.89
CLARKS_CREAM,2741.81
ARS18W0682,2811.95
EVEREST,3095.25
ARS20W067,4604.78
WARHORSE,3479.66
Blé de Redon De sixt Sur Aft,2345.64
NE06607,4009.44
WARTHOG,4251.48
CATAWBA,2722.97
ARS16W1025,3951.7
WI13OWW-260.06,4797.04
LYMAN,5302.56
TAM 114,5085.71
WI13OWW-2.02,3393.44
WI13OWW-51.06,3962.61
Megamix Montpellie Autogame,3462.69
ALICE,3072.98
Turkey Red,3324.48
WI13OWW-140.07,3475.23
WI13OWW-154.07,3517.41
Rouge du Roc,5058.18
Blé des Vosges,3926.95
Montcalm,4671.47
IDEAL,4630.11
NW13493,5022.14
WI13OWW-7.01,5036.12
WINTERHAWK,4782.73
WI13OWW-246.02,5303.29
VA20HRW-50,5484.04
Huabey,3737.04
JUDEE,3364.48
WI13OWW-51.02,3616.64
WI13OWW-140.02,3962.61
WI13OWW-49.01,4044.65
VA18HRW-96,4698.26
Blé Dla Saone,2001.77
MT WarCat,4063.48
Rallet,2966.86
FLATHEAD,3945.13
Lagoda,3584.54
WARTHOG,2834.32
WI13OWW-12.05,3990.32
WI13OWW-224.02,3391.94
BLANC_DE_MORVAN,2505.83
YELLOWSTONE,4625.45
SHIRLEY,3944.6
REDFIELD,3969.54
Bearpaw,3369.28
15NORD-39,3117.44
DH12SRW056-058,1444.63
OVERLAND,2415.71
VISION45,1852.65
St. Priest et le Vernois Rouge,2878.53
Ronso della Langhe,3819.95
WI13OWW-8.06,2881.9
PS_ExtensivMontpellier,2809.85
Romanello,1875.95
WI13OWW-212.08,2627.62
Mottet Blanc,3706.85
VA19HRW-17,4767.85
VA14HRW-25,1270.12
VA16HRW-22,2707.59
Barbu du Macconais,3004.62
VA20HRW-70,3754.64
WI13OWW-251.01,2256.43
MTS1224,3187.0
Barbet de Farez,2258.69
Sirvinta,3145.84
DECADE,3093.541892016
ARAPAHOE,3295.294624104
EXPEDITION,3093.541892016
JERRY,3631.549177584
OVERLAND,3497.047356192
SETTLER_CL,2824.538249232
WESLEY,2891.789159928
ALICE,3631.549177584
LYMAN,3766.050998976
JAGALENE,2824.538249232
BYRD,2622.785517144
DENALI,2891.789159928
NE06545,3160.792802712
ROBIDOUX,2421.032785056
EVEREST,2690.03642784
T158,2824.538249232
SY_WOLF,3833.301909672
BRAWL_CL_PLUS,2353.78187436
CEDAR,2353.78187436
GRAINFIELD,2824.538249232
LCS_MINT,3026.29098132
WB_REDHAWK,1614.021856704
IDEAL,4102.305552456
REDFIELD,3429.796445496
WB_MATLOCK,3698.80008828
1863,2690.03642784
EXPEDITION,4258.6639198242
OVERLAND,4369.6279224726
WESLEY,4282.2017385678
ALICE,4193.0942818956
LYMAN,4522.623744306
SY_WOLF,5050.5433932696
GRAINFIELD,4008.1542774816
LCS_MINT,4399.8908322858
NHH144913-3,4221.6759189414
PSB13NEDH-7-140,4488.998288958
IDEAL,5238.8459432184
KELDIN,5106.0253945938
OAHE,4922.7666629472
REDFIELD,4909.316480808
SY_MONUMENT,4855.5157522512
SY_SUNRISE,4963.1172093648
THOMPSON,4662.1693840002
WB4462,5106.0253945938
AVERY,4510.8548349342
COWBOY,4860.5595705534
LANGIN,5074.0812120132
LCS_CHROME,4936.2168450864
LCS_LINK,4418.3848327272
LONG_BRANCH,4282.2017385678
SY_BENEFIT,4209.9070095696
SY517CL2,4409.9784688902
WB4418,4522.623744306
WB4623-CLP,4189.7317363608
DECADE,5400.2481288888
EXPEDITION,5117.7943039656
JERRY,4694.1135665808
OVERLAND,5010.192846852
WESLEY,4835.3404790424
DARRELL,4633.5877469544
LYMAN,4687.3884755112
MCGILL,5225.3957610792
ROBIDOUX,5346.447400332
ART,5057.2684843392
SY_WOLF,4922.7666629472
HAWKEN,5117.7943039656
FALCON,5111.069212896
AC_BROADVIEW,5474.2241306544
AC_RADIANT,4418.3848327272
ACCIPITER,4983.2924825736
BOOMER,5413.698311028
CARTER,4378.0342863096
IDEAL,5010.192846852
PEREGRINE,5124.5193950352
WB_MATLOCK,5292.6466717752
DECADE,2891.789159928
JERRY,2454.658240404
OVERLAND,1681.2727674
LYMAN,2239.4553261768
MCGILL,2400.8575118472
ROBIDOUX,1580.396401356
ART,2145.3040512024
SY_WOLF,2104.9535047848
GRAINFIELD,2138.5789601328
FALCON,2414.3076939864
SUNRISE,2353.78187436
FLOURISH,2104.9535047848
AC_BROADVIEW,2474.8335136128
ACCIPITER,2548.8095153784
BOOMER,2515.1840600304
IDEAL,2313.4313279424
MOATS,2030.9775030192
PEREGRINE,2488.283695752
WB_MATLOCK,1856.1251352096
EXPEDITION,4971.5235732018
OVERLAND,5482.6304944914
WESLEY,5146.3759410114
ALICE,4899.2288442036
LYMAN,5709.6023180904
SY_WOLF,5250.6148525902
GRAINFIELD,5773.4906832516
LCS_MINT,4855.5157522512
NHH144913-3,4789.9461143226
PSB13NEDH-7-140,5161.507395918
IDEAL,5585.1881333028
KELDIN,5264.0650347294
OAHE,5383.4354012148
REDFIELD,5509.5308587698
SY_MONUMENT,4865.6033888556
SY_SUNRISE,4564.655563491
THOMPSON,5396.885583354
WB4462,6372.023788446
AVERY,4134.2497350366
COWBOY,5632.26377079
LANGIN,5245.571034288
LCS_CHROME,5808.797411367
LCS_LINK,5679.3394082772
LONG_BRANCH,4763.0457500442
SY_BENEFIT,5291.8093306861
SY517CL2,4689.0697482786
WB4418,5548.20013242
WB4623-CLP,4159.4688265476
DECADE,4093.899188619
EXPEDITION,4505.811016632
OVERLAND,5032.0493928282
WESLEY,5176.6388508246
ALICE,5366.6226735408
LYMAN,5264.0650347294
BYRD,4721.0139308592
CO07W245,5507.8495860024
DENALI,5301.0530356122
NE06545,4707.56374872
SY_WOLF,4638.6315652566
BRAWL_CL_PLUS,5043.8183022
GRAINFIELD,5136.288304407
LCS_MINT,5956.7494148982
SD10257-2,4816.846478601
EMERSON,3972.8475493662
PSB13NEDH-7-140,4628.5439286522
IDEAL,4557.9304724214
REDFIELD,4638.6315652566
RUTH,5253.977398125
SY_MONUMENT,5353.1724914016
SY_SUNRISE,5139.6508499418
WB4614,4779.8584777182
AVERY,4662.1693840002
COWBOY,4894.1850259014
LCS_COMPASS,4633.5877469544
WB4059-CLP,4344.4088309616
EXPEDITION,3540.7604481444
OVERLAND,4589.874655002
WESLEY,3307.0635334758
ALICE,2644.6420631202
LYMAN,4137.6122805714
SY_WOLF,3853.4771828808
GRAINFIELD,3443.2466276352
LCS_MINT,3374.3144441718
NHH144913-3,4058.5924605036
PSB13NEDH-7-140,4083.8115520146
IDEAL,4238.4886466154
KELDIN,3643.3180869558
OAHE,4566.3368362584
REDFIELD,4019.9231868534
SY_MONUMENT,3789.5888177196
SY_SUNRISE,3147.3426205728
THOMPSON,4667.2132023024
WB4462,3986.2977315054
AVERY,3033.0160723896
COWBOY,3893.8277292984
LANGIN,3490.3222651224
LCS_CHROME,4072.0426426428
LCS_LINK,3905.5966386702
LONG_BRANCH,3490.3222651224
SY_BENEFIT,3064.9602549702
SY517CL2,3518.9039021682
WB4418,2792.5940666514
WB4623-CLP,3520.5851749356
DECADE,5499.4432221654
EXPEDITION,4352.8151947986
OVERLAND,5907.9925046436
WESLEY,5052.224666037
ALICE,5193.4515784986
LYMAN,5193.4515784986
BYRD,5649.076498464
CO07W245,6365.2986973764
DENALI,5568.3754056288
NE06545,5820.5663207388
SY_WOLF,5452.3675846782
BRAWL_CL_PLUS,5169.913759755
GRAINFIELD,6392.1990616548
LCS_MINT,6147.5213510369
SD10257-2,5828.9726845758
EMERSON,4445.2851970056
PSB13NEDH-7-140,6050.9006898726
IDEAL,5366.6226735408
REDFIELD,5719.6899546948
RUTH,5633.9450435574
SY_MONUMENT,6200.5339661712
SY_SUNRISE,5391.8417650518
WB4614,5800.39104753
AVERY,5852.5105033194
COWBOY,5689.4270448816
LCS_COMPASS,5042.1370294326
WB4059-CLP,5067.3561209436
DECADE,3739.1506346976
EXPEDITION,3924.0906391116
OVERLAND,4275.4766474982
WESLEY,3971.1662765988
ALICE,4280.5204658004
LYMAN,4251.9388287546
BYRD,4640.312838024
CO07W245,4448.6477425404
DENALI,4154.4250082454
NE06545,4272.1141019634
SY_WOLF,4673.938293372
BRAWL_CL_PLUS,4307.4208300788
GRAINFIELD,3972.8475493662
LCS_MINT,4544.4802902822
SD10257-2,4297.3331934744
EMERSON,3463.421900844
PSB13NEDH-7-140,4319.1897394506
IDEAL,3794.6326360218
REDFIELD,4386.4406501466
RUTH,4315.8271939158
SY_MONUMENT,4514.217380469
SY_SUNRISE,4758.001931742
WB4614,4433.5162876338
AVERY,3606.330086073
COWBOY,4033.3733689926
LCS_COMPASS,3895.5090020658
WB4059-CLP,3727.3817253258
EXPEDITION,3666.318503672
OVERLAND,3515.0741645568
WESLEY,3268.6867340362
ALICE,2599.8318398107
LYMAN,3255.9728821182
CO07W245,2970.423296023
DENALI,4064.6722118342
NE06545,3553.9344980443
SY_WOLF,3011.2805108017
GRAINFIELD,2839.8873280856
LCS_MINT,2641.9877369259
PSB13NEDH-7-140,3533.1633817667
PSB13NEDH-7-45,3901.6762468312
IDEAL,4180.8744551676
KELDIN,3445.9016935895
OAHE,3618.8318958696
REDFIELD,3732.2603081404
RUTH,3185.2771780236
SY_MONUMENT,3650.8946418057
SY_SUNRISE,3945.3044681343
THOMPSON,3716.6765236085
WB4614,2398.7990959726
AVERY,4083.8416804226
COWBOY,3733.3057907981
LANGIN,4039.9521893314
LCS_COMPASS,2644.4708423016
LONG_BRANCH,4367.7405256639
SUNSHINE,2842.8615668621
SY517CL2,2370.3939253165
WB4721,3480.2042983573
DECADE,3628.1866320492
EXPEDITION,3616.0146207187
OVERLAND,3573.4187008948
WESLEY,3468.1461428186
ALICE,3624.3577014487
LYMAN,3441.8849311954
BYRD,3994.2321284511
DENALI,3981.7202982689
NE06545,3848.4333645786
SY_WOLF,3789.2220985036
BRAWL_CL_PLUS,3501.7715981666
GRAINFIELD,4113.4932794576
LCS_MINT,4140.393643736
SD10257-2,3438.202809333
EMERSON,3095.9409337533
PSB13NEDH-7-140,3656.768269095
IDEAL,3905.5966386702
REDFIELD,3527.3102660052
RUTH,3692.5413822761
SY_MONUMENT,4158.1071301078
SY_SUNRISE,3544.8771453917
WB4614,3836.2977359908
AVERY,4322.2327086578
COWBOY,4064.8511665075
LCS_COMPASS,3184.1633684407
WB4059-CLP,3141.3716812157
EXPEDITION,2434.4829671952
OVERLAND,3123.8048018292
WESLEY,3265.0317142908
ALICE,2436.1642399626
LYMAN,2199.1047797592
CO07W245,3424.7526271938
DENALI,3291.9320785692
NE06545,2806.0442487906
SY_WOLF,3239.8126227798
GRAINFIELD,2348.7380560578
LCS_MINT,2609.3353350048
PSB13NEDH-7-140,2891.789159928
PSB13NEDH-7-45,2885.0640688584
IDEAL,2488.283695752
KELDIN,2923.7333425086
OAHE,2701.8053372118
REDFIELD,2758.9686113034
RUTH,3228.043713408
SY_MONUMENT,3266.7129870582
SY_SUNRISE,2041.0651396236
THOMPSON,2767.3749751404
WB4614,2898.5142509976
AVERY,2989.3029804372
COWBOY,3130.5298928988
LANGIN,2473.1522408454
LCS_COMPASS,2496.690059589
LONG_BRANCH,2671.5424273986
SUNSHINE,3009.478253646
SY517CL2,2384.0447841732
WB4721,2792.5940666514
DECADE,5874.3670492956
EXPEDITION,5220.351942777
OVERLAND,7232.8354453548
WESLEY,6768.8041615524
ALICE,7463.1698144886
LYMAN,6212.302875543
BYRD,6528.3821558142
CO07W245,7461.4885417212
DENALI,6409.0117893288
NE06545,7096.6523511954
SY_WOLF,7397.60017656
BRAWL_CL_PLUS,7369.0185395142
GRAINFIELD,7442.9945412798
LCS_MINT,7592.6278175784
SD10257-2,7441.3132685124
EMERSON,5664.2079533706
PSB13NEDH-7-140,7997.8145545218
IDEAL,5771.8094104842
REDFIELD,7478.3012693952
RUTH,7759.073821551
SY_MONUMENT,7458.1259961864
SY_SUNRISE,8192.8421955402
WB4614,5976.924688107
AVERY,6183.7212384972
COWBOY,6538.4697924186
LCS_COMPASS,5608.7259520464
WB4059-CLP,5884.4546859
DECADE,2498.3713323564
EXPEDITION,3375.9957169392
MILLENNIUM,3179.2868031534
OVERLAND,3128.8486201314
WESLEY,2911.9644331368
ALICE,2913.6457059042
LYMAN,3024.6097085526
BYRD,3106.9920741552
CO07W245,3251.5815321516
DENALI,3969.4850038314
NE06545,3734.1068163954
NE10589,3359.1829892652
T158,2932.1397063456
SY_WOLF,3747.5569985346
BRAWL_CL_PLUS,2868.2513411844
GRAINFIELD,3249.9002593842
LCS_MINT,3123.8048018292
EMERSON,3041.4224362266
IDEAL,3428.1151727286
REDFIELD,3017.884617483
SY_MONUMENT,3034.697345157
WB_MATLOCK,2400.8575118472
WB4614,2957.3587978566
LCH13NEDH-7-45,2987.6217076698
LCS_COMPASS,3455.015537007
WB4059-CLP,2247.8616900138
DECADE,5581.825587768
JERRY,5393.5230378192
OVERLAND,6173.6336018928
WESLEY,5413.698311028
LYMAN,5602.0008609768
MCGILL,5232.1208521488
ROBIDOUX,6772.1667070872
ART,5460.7739485152
SY_WOLF,6509.8881553728
HAWKEN,5474.2241306544
AC_BROADVIEW,5440.5986753064
ACCIPITER,4593.2372005368
BOOMER,5474.2241306544
CARTER,4747.9142951376
IDEAL,5770.1281377168
PEREGRINE,4068.680097108
WB_MATLOCK,5319.5470360536
EXPEDITION,5847.4666850172
OVERLAND,5965.1557787352
WESLEY,5778.5345015538
ALICE,5369.9852190756
LYMAN,6192.1276023342
SY_WOLF,5763.4030466472
GRAINFIELD,5627.2199524878
LCS_MINT,5297.6904900774
NHH144913-3,4791.62738709
PSB13NEDH-7-140,5744.9090462058
IDEAL,6360.2548790742
KELDIN,5593.5944971398
OAHE,6055.9445081748
REDFIELD,5607.044679279
SY_MONUMENT,5933.2115961546
SY_SUNRISE,6187.083784032
THOMPSON,5946.6617782938
WB4462,6518.2945192098
AVERY,5827.2914118084
COWBOY,6358.5736063068
LANGIN,5571.7379511636
LCS_CHROME,6042.4943260356
LCS_LINK,5595.2757699072
LONG_BRANCH,6118.1516005686
SY_BENEFIT,6094.613781825
SY517CL2,4788.2648415552
WB4418,5500.9731803837
WB4623-CLP,3418.4364216612
EXPEDITION,4305.7395573114
OVERLAND,3949.3097306226
WESLEY,4267.0702836612
ALICE,3966.1224582966
LYMAN,4519.2611987712
SY_WOLF,4258.6639198242
GRAINFIELD,4532.7113809104
LCS_MINT,3902.2340931354
NHH144913-3,3836.6644552068
PSB13NEDH-7-140,3863.5648194852
IDEAL,4613.4124737456
KELDIN,3280.1631691974
OAHE,4300.6957390092
REDFIELD,4231.7635555458
SY_MONUMENT,4509.1735621668
SY_SUNRISE,4327.5961032876
THOMPSON,4441.9226514708
WB4462,4721.0139308592
AVERY,4038.4171872948
COWBOY,4088.8553703168
LANGIN,4240.1699193828
LCS_CHROME,4519.2611987712
LCS_LINK,4366.2653769378
LONG_BRANCH,3967.803731064
SY_BENEFIT,4446.966469773
SY517CL2,3762.6884534412
WB4418,4514.217380469
WB4623-CLP,3137.2549839684
EXPEDITION,2298.2998730358
OVERLAND,2634.5544265158
WESLEY,2241.1365989442
ALICE,2168.841869946
LYMAN,2619.4229716092
CO07W245,2905.2393420672
DENALI,2970.8089799958
NE06545,2503.4151506586
SY_WOLF,2691.7177006074
GRAINFIELD,2804.3629760232
LCS_MINT,2093.184595413
PSB13NEDH-7-140,2837.9884313712
PSB13NEDH-7-45,2691.7177006074
IDEAL,2703.4866099792
KELDIN,2017.52732088
OAHE,2415.9889667538
REDFIELD,2293.2560547336
RUTH,2580.753697959
SY_MONUMENT,2446.251876567
SY_SUNRISE,2353.78187436
THOMPSON,2281.4871453618
WB4614,2999.3906170416
AVERY,3123.8048018292
COWBOY,2681.630064003
LANGIN,2753.9247930012
LCS_COMPASS,2115.0411413892
LONG_BRANCH,2498.3713323564
SUNSHINE,3207.8684401992
SY517CL2,2326.8815100816
WB4721,2190.6984159222
DECADE,5015.2366651542
ARAPAHOE,4404.934650588
EXPEDITION,4174.6002814542
JERRY,3821.5330003002
OVERLAND,4477.2293795862
SETTLER_CL,4530.4697063042
WESLEY,4953.0295727604
ALICE,3900.552820368
LYMAN,4811.8026602988
JAGALENE,4347.7713764964
BYRD,4211.588282337
DENALI,4620.1375648152
NE06545,4509.1735621668
ROBIDOUX,3710.5689976518
EVEREST,4179.6440997564
T158,3950.99100339
SY_WOLF,5314.5032177514
BRAWL_CL_PLUS,3639.955541421
CEDAR,3693.7562699778
GRAINFIELD,4351.1339220312
LCS_MINT,4976.567391504
WB_REDHAWK,3767.7322717434
IDEAL,5171.5950325224
REDFIELD,4710.9262942548
WB_MATLOCK,4226.7197372436
1863,4322.5522849854
EXPEDITION,3878.6962743918
OVERLAND,4130.8871895018
WESLEY,3834.9831824394
ALICE,3898.8715476006
LYMAN,4174.6002814542
SY_WOLF,4004.7917319468
GRAINFIELD,4033.3733689926
LCS_MINT,4201.5006457326
NHH144913-3,4028.3295506904
PSB13NEDH-7-140,4011.5168230164
IDEAL,4766.408295579
KELDIN,4574.7432000954
OAHE,4389.8031956814
REDFIELD,4398.2095595184
SY_MONUMENT,4473.8668340514
SY_SUNRISE,4056.9111877362
THOMPSON,4564.655563491
WB4462,4499.0859255624
AVERY,4120.7995528974
COWBOY,4613.4124737456
LANGIN,4378.0342863096
LCS_CHROME,4312.464648381
LCS_LINK,4423.4286510294
LONG_BRANCH,4272.1141019634
SY_BENEFIT,3676.9435423038
SY517CL2,3836.6644552068
WB4418,4060.273733271
WB4623-CLP,3527.3102660052
EXPEDITION,3224.6811678732
OVERLAND,2908.601887602
WESLEY,2540.4031515414
ALICE,2634.5544265158
LYMAN,2801.0004304884
SY_WOLF,2747.1997019316
GRAINFIELD,2676.5862457008
LCS_MINT,2985.9404349024
NHH144913-3,2634.5544265158
PSB13NEDH-7-140,2525.2716966348
IDEAL,2770.7375206752
KELDIN,2716.9367921184
OAHE,2873.2951594866
REDFIELD,2491.6462412868
SY_MONUMENT,2940.5460701826
SY_SUNRISE,2607.6540622374
THOMPSON,2278.124599827
WB4462,3322.1949883824
AVERY,3095.2231647834
COWBOY,3221.3186223384
LANGIN,3222.9998951058
LCS_CHROME,2612.6978805396
LCS_LINK,2278.124599827
LONG_BRANCH,3142.2988022706
SY_BENEFIT,2634.5544265158
SY517CL2,2937.1835246478
WB4418,2831.2633403016
WB4623-CLP,2056.1965945302
DECADE,3890.4651837636
ARAPAHOE,3475.1908102158
EXPEDITION,3337.326443289
JERRY,4026.0878760842
OVERLAND,4213.2695551044
SETTLER_CL,3246.5377138494
WESLEY,3386.0833535436
ALICE,2775.7813389774
LYMAN,3915.6842752746
JAGALENE,3399.5335356828
BYRD,3291.9320785692
DENALI,3562.6169941206
NE06545,4265.3890108938
ROBIDOUX,3075.6082934134
EVEREST,3073.3666188072
T158,2357.1444198948
SY_WOLF,4193.0942818956
BRAWL_CL_PLUS,3039.7411634592
CEDAR,3179.2868031534
GRAINFIELD,3877.0150016244
LCS_MINT,3367.5893531022
WB_REDHAWK,2331.9253283838
IDEAL,4568.0181090258
REDFIELD,4018.241914086
WB_MATLOCK,4472.185561284
1863,3547.485539214
DECADE,3974.5288221336
EXPEDITION,4214.9508278718
OVERLAND,4440.2413787034
WESLEY,4349.4526492638
ALICE,4075.4051881776
LYMAN,4135.931007804
BYRD,4692.4322938134
CO07W245,4890.8224803666
DENALI,4218.3133734066
NE06545,4431.8350148664
SY_WOLF,4452.0102880752
BRAWL_CL_PLUS,4359.5402858682
GRAINFIELD,4586.5121094672
LCS_MINT,4504.1297438646
SD10257-2,4611.7312009782
EMERSON,3307.0635334758
PSB13NEDH-7-140,3993.022822575
IDEAL,4065.3175515732
REDFIELD,4214.9508278718
RUTH,4304.058284544
SY_MONUMENT,4112.3931890604
SY_SUNRISE,4236.807373848
WB4614,4658.8068384654
AVERY,4805.0775692292
COWBOY,4578.1057456302
LCS_COMPASS,3829.9393641372
WB4059-CLP,4488.998288958
