trial,total_accessions,genotyped,missing,pct_genotyped,pct_missing
NIdahoCereals_WWCL_GEN_2023,2,0,2,0.0,100.0
NIdahoCereals_WWCL_LEW_2021,2,0,2,0.0,100.0
NSGC-NormN-Dry_2013_Aberdeen,5,0,5,0.0,100.0
NIdahoCereals_WWCL_LEW_2022,2,0,2,0.0,100.0
NIdahoCereals_WWCL_LEW_2023,2,0,2,0.0,100.0
NIdahoCereals_WWCL_MOS_2020,2,0,2,0.0,100.0
NIdahoCereals_WWCL_MOS_2023,2,0,2,0.0,100.0
NIdahoCereals_WWCL_TEN_2020,2,0,2,0.0,100.0
NIdahoCereals_WWCL_TEN_2021,2,0,2,0.0,100.0
NIdahoCereals_WWCL_TEN_2022,2,0,2,0.0,100.0
NIdahoCereals_WWCL_TEN_2023,2,0,2,0.0,100.0
NSGC-LowN-Dry_2013_Aberdeen,5,0,5,0.0,100.0
NIdahoCereals_SWW_BON_2018,4,0,4,0.0,100.0
NIdahoCereals_SWW_BON_2016,4,0,4,0.0,100.0
NDK-WHEAT-2013-FORMAN,5,0,5,0.0,100.0
NIdahoCereals_SWW_BON_2015,3,0,3,0.0,100.0
NDK-WHEAT-2016-PROSPER,9,0,9,0.0,100.0
NDK-WHEAT-2016-WILLISTON,9,0,9,0.0,100.0
NDK-WHEAT-2016-WISHEK,9,0,9,0.0,100.0
NDK-WHEAT-2017-CARRINGTON,9,0,9,0.0,100.0
NDK-WHEAT-2017-DICKINSON,9,0,9,0.0,100.0
NDK-WHEAT-2017-HETTINGER,9,0,9,0.0,100.0
NDK-WHEAT-2017-LANGDON,9,0,9,0.0,100.0
NDK-WHEAT-2017-MINOT,9,0,9,0.0,100.0
NDK-WHEAT-2017-WISHEK,9,0,9,0.0,100.0
NDK-WHEAT-2018-CARRINGTON,8,0,8,0.0,100.0
NDK-WHEAT-2018-DICKINSON,8,0,8,0.0,100.0
NDK-WHEAT-2018-HETTINGER,8,0,8,0.0,100.0
NDK-WHEAT-2018-MINOT,8,0,8,0.0,100.0
NDK-WHEAT-2018-PROSPER,8,0,8,0.0,100.0
NDK-WHEAT-2018-WILLISTON,8,0,8,0.0,100.0
NDK-WHEAT-2020-CARRINGTON,3,0,3,0.0,100.0
NDK-WHEAT-2020-CASSELTON,3,0,3,0.0,100.0
NDK-WHEAT-2020-DICKINSON,3,0,3,0.0,100.0
NDK-WHEAT-2020-LANGDON,3,0,3,0.0,100.0
NDK-WHEAT-2020-MINOT,3,0,3,0.0,100.0
NDK-WHEAT-2020-WILLISTON,3,0,3,0.0,100.0
NDK-WHEAT-2016-MINOT,9,0,9,0.0,100.0
NDK-WHEAT-2016-LANGDON,9,0,9,0.0,100.0
NDK-WHEAT-2016-HETTINGER,9,0,9,0.0,100.0
NDK-WHEAT-2014-MINOT,6,0,6,0.0,100.0
NDK-WHEAT-2013-MINOT,6,0,6,0.0,100.0
NDK-WHEAT-2013-PROSPER,6,0,6,0.0,100.0
NDK-WHEAT-2013-WILLISTON,7,0,7,0.0,100.0
NDK-WHEAT-2013-WISHEK,6,0,6,0.0,100.0
NDK-WHEAT-2014-CARRINGTON,6,0,6,0.0,100.0
NDK-WHEAT-2014-DICKINSON,6,0,6,0.0,100.0
NDK-WHEAT-2014-FORMAN,6,0,6,0.0,100.0
NDK-WHEAT-2014-HETTINGER,6,0,6,0.0,100.0
NDK-WHEAT-2014-LANGDON,6,0,6,0.0,100.0
NDK-WHEAT-2014-PROSPER,6,0,6,0.0,100.0
NDK-WHEAT-2016-DICKINSON,9,0,9,0.0,100.0
NDK-WHEAT-2014-WISHEK,6,0,6,0.0,100.0
NDK-WHEAT-2015-CARRINGTON,7,0,7,0.0,100.0
NDK-WHEAT-2015-DICKINSON,7,0,7,0.0,100.0
NDK-WHEAT-2015-FORMAN,7,0,7,0.0,100.0
NDK-WHEAT-2015-HETTINGER,7,0,7,0.0,100.0
NDK-WHEAT-2015-LANGDON,7,0,7,0.0,100.0
NDK-WHEAT-2015-MINOT,7,0,7,0.0,100.0
NDK-WHEAT-2015-WILLISTON,7,0,7,0.0,100.0
NDK-WHEAT-2015-WISHEK,7,0,7,0.0,100.0
NEBDUP_2010_Alliance,2,0,2,0.0,100.0
NEBDUP_2010_ClayCenter,2,0,2,0.0,100.0
NEBDUP_2010_Lincoln,2,0,2,0.0,100.0
NIdahoCereals_H_W_LEW_2021,1,0,1,0.0,100.0
NIdahoCereals_H_W_GEN_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_GEN_2016,1,0,1,0.0,100.0
NIdahoCereals_H_W_GEN_2017,1,0,1,0.0,100.0
NIdahoCereals_H_W_GEN_2021,1,0,1,0.0,100.0
NIdahoCereals_H_W_LEW_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_LEW_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_LEW_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_LEW_2016,1,0,1,0.0,100.0
NIdahoCereals_H_W_LEW_2017,1,0,1,0.0,100.0
NIdahoCereals_H_W_MOS_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_GEN_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_MOS_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_MOS_2016,1,0,1,0.0,100.0
NIdahoCereals_H_W_TEN_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_TEN_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_TEN_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_TEN_2016,1,0,1,0.0,100.0
NIdahoCereals_H_W_TEN_2017,1,0,1,0.0,100.0
NIdahoCereals_H_W_TEN_2021,1,0,1,0.0,100.0
NIdahoCereals_SWW_BON_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_GEN_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_CRA_2021,1,0,1,0.0,100.0
NEBDUP_2010_McCook,2,0,2,0.0,100.0
NEBDUP_2011_MeadOrg,1,0,1,0.0,100.0
NEBDUP_2010_Mead,2,0,2,0.0,100.0
NEBDUP_2010_MeadOrg,2,0,2,0.0,100.0
NEBDUP_2010_NPlatte,2,0,2,0.0,100.0
NEBDUP_2010_Sidney,2,0,2,0.0,100.0
NEBDUP_2010_SidneyOrg,2,0,2,0.0,100.0
NEBDUP_2011_Alliance,1,0,1,0.0,100.0
NEBDUP_2011_ClayCenter,1,0,1,0.0,100.0
NEBDUP_2011_Lincoln,1,0,1,0.0,100.0
NEBDUP_2011_McCook,1,0,1,0.0,100.0
NEBDUP_2011_NPlatte,1,0,1,0.0,100.0
NIdahoCereals_H_W_CRA_2017,1,0,1,0.0,100.0
NIdahoCereals_H_W_BON_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_BON_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_BON_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_BON_2016,1,0,1,0.0,100.0
NIdahoCereals_H_W_BON_2017,1,0,1,0.0,100.0
NIdahoCereals_H_W_CRA_2013,2,0,2,0.0,100.0
NIdahoCereals_H_W_CRA_2014,1,0,1,0.0,100.0
NIdahoCereals_H_W_CRA_2015,1,0,1,0.0,100.0
NIdahoCereals_H_W_CRA_2016,1,0,1,0.0,100.0
OVT_Per_23,4,0,4,0.0,100.0
OVT_Stp_23,3,0,3,0.0,100.0
OVT_Urb_23,4,0,4,0.0,100.0
OWW_2020_DANIL,29,0,29,0.0,100.0
OregonCereals_SWW_HER_2021,4,0,4,0.0,100.0
OregonCereals_SWW_HER_2022,4,0,4,0.0,100.0
OregonCereals_SWW_HER_2023,5,0,5,0.0,100.0
OregonCereals_SWW_HLX_2016,4,0,4,0.0,100.0
OregonCereals_SWW_KAS_2013,1,0,1,0.0,100.0
OregonCereals_SWW_KAS_2014,1,0,1,0.0,100.0
OregonCereals_SWW_KAS_2015,3,0,3,0.0,100.0
OregonCereals_SWW_KAS_2016,4,0,4,0.0,100.0
OregonCereals_SWW_KAS_2017,5,0,5,0.0,100.0
OregonCereals_SWW_KAS_2018,3,0,3,0.0,100.0
OregonCereals_SWW_KAS_2019,3,0,3,0.0,100.0
OregonCereals_SWW_KAS_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_KAS_2021,4,0,4,0.0,100.0
OregonCereals_SWW_KAS_2022,4,0,4,0.0,100.0
OregonCereals_SWW_KAS_2023,5,0,5,0.0,100.0
OregonCereals_SWW_KBR_2020,3,0,3,0.0,100.0
OregonCereals_SWW_KBR_2021,3,0,3,0.0,100.0
OregonCereals_SWW_KBR_2023,5,0,5,0.0,100.0
OregonCereals_SWW_KEN_2018,3,0,3,0.0,100.0
OregonCereals_SWW_KEN_2019,3,0,3,0.0,100.0
OregonCereals_SWW_KEN_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_HER_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_HER_2019,3,0,3,0.0,100.0
OregonCereals_SWW_HER_2018,3,0,3,0.0,100.0
OregonCereals_SWW_COND_2021,4,0,4,0.0,100.0
OregonCereals_H_W_SVA_2012,1,0,1,0.0,100.0
OregonCereals_H_W_SVA_2013,1,0,1,0.0,100.0
OregonCereals_H_W_SVA_2016,1,0,1,0.0,100.0
OregonCereals_H_W_SVA_2017,1,0,1,0.0,100.0
OregonCereals_SWW_COND_2013,1,0,1,0.0,100.0
OregonCereals_SWW_COND_2014,1,0,1,0.0,100.0
OregonCereals_SWW_COND_2016,4,0,4,0.0,100.0
OregonCereals_SWW_COND_2019,3,0,3,0.0,100.0
OregonCereals_SWW_COND_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_COND_2022,4,0,4,0.0,100.0
OregonCereals_SWW_HER_2017,5,0,5,0.0,100.0
OregonCereals_SWW_COND_2023,5,0,5,0.0,100.0
OregonCereals_SWW_DUF_2019,3,0,3,0.0,100.0
OregonCereals_SWW_DUF_2020,5,0,5,0.0,100.0
OregonCereals_SWW_DUF_2021,4,0,4,0.0,100.0
OregonCereals_SWW_DUF_2022,4,0,4,0.0,100.0
OregonCereals_SWW_DUF_2023,5,0,5,0.0,100.0
OregonCereals_SWW_HER_2013,1,0,1,0.0,100.0
OregonCereals_SWW_HER_2014,1,0,1,0.0,100.0
OregonCereals_SWW_HER_2016,4,0,4,0.0,100.0
OregonCereals_SWW_KEN_2021,4,0,4,0.0,100.0
OregonCereals_SWW_KEN_2022,4,0,4,0.0,100.0
OregonCereals_SWW_KEN_2023,5,0,5,0.0,100.0
OregonCereals_SWW_MOR_2013,1,0,1,0.0,100.0
OregonCereals_SWW_MAD_2019,3,0,3,0.0,100.0
OregonCereals_SWW_MAD_2020,4,0,4,0.0,100.0
OregonCereals_SWW_MAD_2021,4,0,4,0.0,100.0
OregonCereals_SWW_MAD_2022,4,0,4,0.0,100.0
OregonCereals_SWW_MAD_2023,5,0,5,0.0,100.0
OregonCereals_SWW_MIF_2013,1,0,1,0.0,100.0
OregonCereals_SWW_MIF_2014,1,0,1,0.0,100.0
OregonCereals_SWW_MIF_2015,3,0,3,0.0,100.0
OregonCereals_SWW_MIF_2016,4,0,4,0.0,100.0
OregonCereals_SWW_MOR_2014,1,0,1,0.0,100.0
OregonCereals_SWW_MAD_2017,5,0,5,0.0,100.0
OregonCereals_SWW_MOR_2015,3,0,3,0.0,100.0
OregonCereals_SWW_MOR_2016,4,0,4,0.0,100.0
OregonCereals_SWW_MOR_2019,3,0,3,0.0,100.0
OregonCereals_SWW_MOR_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_MOR_2021,4,0,4,0.0,100.0
OregonCereals_SWW_MOR_2022,4,0,4,0.0,100.0
OregonCereals_SWW_MOR_2023,5,0,5,0.0,100.0
OregonCereals_SWW_NWI_2013,1,0,1,0.0,100.0
OregonCereals_SWW_NWI_2014,1,0,1,0.0,100.0
OregonCereals_SWW_MAD_2018,3,0,3,0.0,100.0
OregonCereals_SWW_MAD_2016,4,0,4,0.0,100.0
OregonCereals_SWW_LAG_2013,1,0,1,0.0,100.0
OregonCereals_SWW_LEX_2014,1,0,1,0.0,100.0
OregonCereals_SWW_LAG_2015,3,0,3,0.0,100.0
OregonCereals_SWW_LAG_2016,4,0,4,0.0,100.0
OregonCereals_SWW_LAG_2017,5,0,5,0.0,100.0
OregonCereals_SWW_LAG_2018,3,0,3,0.0,100.0
OregonCereals_SWW_LAG_2019,3,0,3,0.0,100.0
OregonCereals_SWW_LAG_2020,5,0,5,0.0,100.0
OregonCereals_SWW_LAG_2021,4,0,4,0.0,100.0
OregonCereals_SWW_LAG_2022,4,0,4,0.0,100.0
OregonCereals_SWW_LAG_2023,5,0,5,0.0,100.0
OregonCereals_SWW_LEX_2015,3,0,3,0.0,100.0
OregonCereals_SWW_MAD_2014,1,0,1,0.0,100.0
OregonCereals_SWW_LEX_2016,4,0,4,0.0,100.0
OregonCereals_SWW_LEX_2017,5,0,5,0.0,100.0
OregonCereals_SWW_LEX_2018,3,0,3,0.0,100.0
OregonCereals_SWW_LEX_2019,3,0,3,0.0,100.0
OregonCereals_SWW_LEX_2020_NF,5,0,5,0.0,100.0
OregonCereals_SWW_LEX_2021,4,0,4,0.0,100.0
OregonCereals_SWW_LEX_2022,4,0,4,0.0,100.0
OregonCereals_SWW_LEX_2023,5,0,5,0.0,100.0
OregonCereals_SWW_MAD_2013,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2021,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2020,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2018,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2021,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2010,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2011,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2012,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2014,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2015,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2016,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2017,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2018,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_KAS_2022,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2022,1,0,1,0.0,100.0
OregonCereals_H_W_KEN_2018,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2010,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2011,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2012,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2013,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2015,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2016,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2017,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2018,1,0,1,0.0,100.0
OregonCereals_H_W_HLX_2016,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2021,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2021,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2016,1,0,1,0.0,100.0
OWW_2020_MAD,30,0,30,0.0,100.0
OWW_2021_DANIL,39,0,39,0.0,100.0
OregonCereals_H_W_ARL_2010,1,0,1,0.0,100.0
OregonCereals_H_W_ARL_2011,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2010,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2011,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2012,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2013,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2014,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2021,1,0,1,0.0,100.0
OregonCereals_H_W_COND_2022,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2011,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2012,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2013,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2014,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2016,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2017,1,0,1,0.0,100.0
OregonCereals_H_W_HER_2018,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2020,1,0,1,0.0,100.0
OregonCereals_H_W_LAG_2022,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2017,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2014,1,0,1,0.0,100.0
OregonCereals_H_W_ONT_2021,1,0,1,0.0,100.0
OregonCereals_H_W_ONT_2022,1,0,1,0.0,100.0
OregonCereals_H_W_PAR_2013,1,0,1,0.0,100.0
OregonCereals_H_W_PAR_2014,1,0,1,0.0,100.0
OregonCereals_H_W_PAR_2015,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2011,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2011_on_farm,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2012,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2013,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2015,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2021,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2016,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2017,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2018_no_fungicides,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2021,1,0,1,0.0,100.0
OregonCereals_H_W_PEN_2022,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2014,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2015,1,0,1,0.0,100.0
OregonCereals_H_W_POM_2016,1,0,1,0.0,100.0
OregonCereals_H_W_ONT_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2010,1,0,1,0.0,100.0
OregonCereals_H_W_MIF_2012,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2011,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2012,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2014,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2015,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2016,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2017,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2018,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2020_NF,1,0,1,0.0,100.0
OregonCereals_H_W_LEX_2022,1,0,1,0.0,100.0
OregonCereals_H_W_MIF_2013,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2016,1,0,1,0.0,100.0
OregonCereals_H_W_MIF_2014,1,0,1,0.0,100.0
OregonCereals_H_W_MIF_2015,1,0,1,0.0,100.0
OregonCereals_H_W_MIF_2016,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2010,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2011,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2012,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2013,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2014,1,0,1,0.0,100.0
OregonCereals_H_W_MOR_2015,1,0,1,0.0,100.0
NDK-WHEAT-2013-LANGDON,6,0,6,0.0,100.0
NDK-WHEAT-2013-DICKINSON,7,0,7,0.0,100.0
OregonCereals_SWW_NWI_2016,4,0,4,0.0,100.0
EWashingtonCereals_SWW_FAF_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_HAR_2023,9,0,9,0.0,100.0
EWashingtonCereals_SWW_HH_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_HH_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_HH_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_HH_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_HH_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_HH_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_HH_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_HH_2022,10,0,10,0.0,100.0
EWashingtonCereals_SWW_HH_2023,9,0,9,0.0,100.0
EWashingtonCereals_SWW_LAM_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_LAM_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_LAM_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_LAM_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_LAM_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LAM_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LAM_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LAM_2022,9,0,9,0.0,100.0
EWashingtonCereals_SWW_LAM_2023,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LND_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_LND_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_HAR_2022,10,0,10,0.0,100.0
EWashingtonCereals_SWW_HAR_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_HAR_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_FAR_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_FAF_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_FAF_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAF_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_FAF_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAF_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAF_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_FAR_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_FAR_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_FAR_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_FAR_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_HAR_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_FAR_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAR_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_FAR_2021,6,0,6,0.0,100.0
