germplasmName,value
SWW16110-1-1-1-4,5908.22
Jasper,3907.33
SWW16371-1-S-65-1-1,4870.48
WA 8345 AX,4352.01
WA 8417,5130.09
WA 8438,5357.44
SWW16110-1-1-1-3,4284.6
SWW16454-1-7-1-1,5117.17
Norwest Duet,5092.48
SWW16236-1-1-1-4,5125.4
WA 8404,4735.89
SWW13292-B-B-B-4,4580.47
SWW16392-1-1-1-5,4490.81
SWW16454-1-7-1-1,4785.04
SWW16424-1-13-1-1,4637.72
SWW15196-1-1-1-2,4061.5
LCS Hulk,4777.12
Sockeye CL+,4381.8
SWW16371-1-S-65-1-1,4754.58
SWW15309-1-S-15-1-1,4364.74
SWW15107-1-1-1-4,4582.39
WA 8420 AX,3787.83
Jameson,4388.67
Devote,3307.38
SWW15107-1-1-1-4,5551.18
MAS14075-B-B-2-2,4678.92
SWW15312-1-S-86-1-1,4581.15
Nova AX,4233.9
WA 8442,4685.49
WA 8421 CL+,5366.34
WA 8364,5122.41
SWW15509-1-14-1-1,4493.12
WA 8417,4884.39
Nova AX,4163.29
SWW16300-1-1-1-3,4292.59
SWW13292-B-B-B-4,4346.72
SWW16424-1-13-1-1,4947.89
SWW15317-1-24-1-1,5357.07
Devote,3159.85
Windust,3762.79
LCS Hulk,4605.63
Norwest Duet,5653.27
WA 8404,5220.14
WA 8345 AX,3991.96
WA 8442,5024.92
SWW15196-1-1-1-2,4297.76
SWW16110-1-1-1-4,3879.75
SWW15509-1-14-1-1,4480.77
WA 8394,4302.42
WA 8451 MZ,4258.61
WA 8397,4499.64
SWW15309-1-S-15-1-1,4829.85
Piranha CL+,5101.61
SWW15312-1-S-86-1-1,4486.09
MAS14075-B-B-2-2,5784.78
Rollie,5148.25
LCS Shine,6334.95
WA 8421 CL+,5442.21
SWW16222-1-1-1-1,4495.66
SWW16377-1-1-1-9,4944.63
WA 8364,5685.99
Jameson,4610.5
SWW16392-1-1-1-5,5052.16
SWW16236-1-1-1-4,4870.14
WA 8438,5201.22
WA 8442,4990.98
WA 8394,5432.97
WA 8417,4463.77
Nova AX,4618.65
Jasper,5335.98
LCS Shine,5994.62
WA 8364,6364.7
SWW16110-1-1-1-3,3831.57
SWW16110-1-1-1-3,4946.24
Devote,3533.99
Piranha CL+,5026.22
WA 8421 CL+,4959.38
SWW16377-1-1-1-9,4525.93
SWW15312-1-S-86-1-1,4196.4
SWW16300-1-1-1-3,4059.0
WA 8397,5035.68
WA 8420 AX,4707.07
WA 8438,5418.07
WA 8439,4853.77
WA 8404,4674.81
SWW15317-1-24-1-1,5285.44
SWW15196-1-1-1-2,4848.52
Norwest Duet,6431.55
SWW15107-1-1-1-4,6664.78
Sockeye CL+,5254.47
SWW16424-1-13-1-1,5018.07
WA 8451 MZ,4799.28
WA 8345 AX,5009.02
Windust,4240.42
WA 8420 AX,4643.88
LCS Hulk,5477.82
SWW16454-1-7-1-1,4749.3
SWW16110-1-1-1-4,3982.86
SWW15509-1-14-1-1,5129.49
SWW16222-1-1-1-1,4419.88
Jameson,4553.96
WA 8439,5496.01
Rollie,5737.04
MAS14075-B-B-2-2,5691.39
SWW16236-1-1-1-4,5076.76
WA 8416,4113.75
WA 8416,4636.44
SWW15309-1-S-15-1-1,5330.21
SWW13292-B-B-B-4,5151.76
SWW16392-1-1-1-5,5189.25
SWW16371-1-S-65-1-1,4802.27
LCS Shine,6447.72
WA 8451 MZ,4938.01
WA 8397,5192.94
Windust,4260.96
WA 8416,4541.06
Sockeye CL+,5438.55
WA 8394,5298.89
Jasper,5606.79
SWW16377-1-1-1-9,5381.68
Rollie,5247.95
WA 8439,5181.1
Piranha CL+,6110.72
SWW16300-1-1-1-3,5440.32
SWW15317-1-24-1-1,5929.41
SWW16222-1-1-1-1,4819.18
SWW16110-1-1-1-4,4300.47
WA 8427 CL+,8207.73
SWW15312-1-S-35-1-1,11743.46
Jasper,10247.82
LCS Shine,10542.65
SWW16381-1-1-1-1,10043.38
WA 8447,10874.06
SWW16392-1-1-1-4,10043.38
WA 8426,10308.08
Sockeye CL+,11235.59
SWW15107-1-1-1-4,9612.98
SWW15312-1-S-35-1-1,11254.96
SWW15509-1-1-1-1,11216.22
SWW15495-1-1-1-1,10777.22
WA 8418,9985.28
Jasper,10189.72
WA 8419,10034.78
IMISWW16458-1-1-1-2,9604.38
WA 8426,9985.28
Nova AX,9458.04
SWW16422-1-1-1-5,10854.69
WA 8440,9085.74
SY Dayton,10669.62
WA 8451 MZ,10854.69
SWW16392-1-1-1-4,11216.22
WA 8345 AX,10308.08
WA 8405,11820.94
SWW15107-1-1-1-4,10297.32
Norwest Tandem,10239.22
WA 8447,10951.53
LCS Shine,11500.29
MAS14049-B-25-1-1,10708.35
Sockeye CL+,9339.68
WA 8397,11431.42
SY Assure,10189.72
WA 8450,8900.67
WA 8404,10904.18
WA 8448,10297.32
SWW16370-1-1-1-7,10142.38
SWW16381-1-1-1-1,10120.86
SWW16370-1-1-1-7,10630.88
SWW15509-1-1-1-1,10562.02
SY Dayton,10308.08
SWW16307-1-S-80-1-2,8939.41
WA 8446 CL+,10658.86
LCS Shine,10874.06
WA 8404,11627.26
SWW16381-1-1-1-1,10082.12
IMISWW16458-1-1-1-2,9897.05
WA 8419,10239.22
SWW16330-1-S-23-1-1,10600.75
WA 8450,10288.71
WA 8397,12036.14
Piranha CL+,10923.55
WA 8446 CL+,9574.25
WA 8405,10589.99
MAS14049-B-25-1-1,10082.12
Norwest Tandem,10062.75
SWW15312-1-S-86-1-1,10932.16
SY Assure,10308.08
SWW15312-1-S-35-1-1,10697.59
WA 8427 CL+,9692.61
WA 8345 AX,10482.39
WA 8448,10570.62
Jasper,10951.53
Piranha CL+,9720.58
SWW16422-1-1-1-5,10101.49
WA 8440,10863.3
SWW16307-1-S-80-1-2,9828.18
SWW16392-1-1-1-4,10239.22
SWW15107-1-1-1-4,9466.65
WA 8426,10503.91
WA 8441,9662.48
WA 8418,11246.35
Nova AX,11011.78
WA 8447,11597.13
WA 8441,11351.8
SWW15495-1-1-1-1,10142.38
Sockeye CL+,11431.42
WA 8451 MZ,11254.96
SWW16370-1-1-1-7,8803.83
WA 8450,10120.86
SWW16422-1-1-1-5,9546.27
SWW15495-1-1-1-1,9262.21
SY Assure,8696.23
SWW16330-1-S-23-1-1,10150.98
WA 8440,10874.06
SWW15312-1-S-86-1-1,12309.44
Nova AX,8285.2
WA 8345 AX,9505.38
WA 8418,10327.45
Piranha CL+,10854.69
IMISWW16458-1-1-1-2,10043.38
SY Dayton,10962.29
WA 8404,10600.75
WA 8397,11031.15
WA 8441,10385.55
Norwest Tandem,8608.0
SWW16330-1-S-23-1-1,11870.43
WA 8427 CL+,10609.36
MAS14049-B-25-1-1,10247.82
WA 8448,8842.57
WA 8446 CL+,9759.32
SWW15312-1-S-86-1-1,10062.75
SWW15509-1-1-1-1,9935.78
WA 8451 MZ,10630.88
WA 8405,10904.18
SWW16307-1-S-80-1-2,9897.05
WA 8419,10385.55
Jasper,4855.04
SWW16371-1-S-65-1-1,4093.69
WA 8345 AX,4081.86
WA 8417,4656.3
WA 8438,4535.34
SWW16110-1-1-1-3,3997.34
SWW16454-1-7-1-1,4491.43
Norwest Duet,4467.14
SWW16236-1-1-1-4,4640.63
WA 8404,4403.8
SWW13292-B-B-B-4,4361.7
SWW16392-1-1-1-5,4793.66
SWW16454-1-7-1-1,4062.72
SWW16424-1-13-1-1,3914.52
SWW15196-1-1-1-2,4339.87
LCS Hulk,4566.48
Sockeye CL+,4917.85
SWW16371-1-S-65-1-1,4600.77
SWW15309-1-S-15-1-1,4869.77
SWW15107-1-1-1-4,4796.14
WA 8420 AX,5413.51
Jameson,4821.17
Devote,4680.6
SWW15107-1-1-1-4,3744.81
MAS14075-B-B-2-2,5609.87
SWW15312-1-S-86-1-1,5269.14
Nova AX,5118.02
WA 8442,5444.88
WA 8421 CL+,5358.81
WA 8364,5586.52
SWW15509-1-14-1-1,5300.62
WA 8417,4248.57
Nova AX,4833.85
SWW16300-1-1-1-3,4814.67
SWW13292-B-B-B-4,4212.28
SWW16424-1-13-1-1,4029.62
SWW15317-1-24-1-1,4497.0
Devote,4310.83
Windust,4225.75
LCS Hulk,4855.04
Norwest Duet,4830.04
WA 8404,5285.44
WA 8345 AX,4571.46
WA 8442,5847.9
SWW15196-1-1-1-2,4260.66
SWW16110-1-1-1-4,4100.92
SWW15509-1-14-1-1,4761.68
WA 8394,5535.94
WA 8451 MZ,4894.01
WA 8397,4628.51
SWW15309-1-S-15-1-1,5618.26
Piranha CL+,5462.17
SWW15312-1-S-86-1-1,5125.67
MAS14075-B-B-2-2,5338.92
Rollie,4493.77
LCS Shine,5053.29
WA 8421 CL+,5545.19
SWW16222-1-1-1-1,4794.35
SWW16377-1-1-1-9,5003.4
WA 8364,5220.14
Jameson,4628.51
SWW16392-1-1-1-5,4551.95
SWW16236-1-1-1-4,4626.8
WA 8438,4884.72
WA 8442,4930.81
WA 8394,5404.3
WA 8417,5227.57
Nova AX,4933.72
Jasper,4819.18
LCS Shine,4877.87
WA 8364,5334.14
SWW16110-1-1-1-3,4234.06
SWW16110-1-1-1-3,4773.53
Devote,4892.54
Piranha CL+,5285.44
WA 8421 CL+,5269.14
SWW16377-1-1-1-9,4643.95
SWW15312-1-S-86-1-1,4869.72
SWW16300-1-1-1-3,5230.07
WA 8397,5164.8
WA 8420 AX,4780.26
WA 8438,4206.81
WA 8439,4225.09
WA 8404,4492.74
SWW15317-1-24-1-1,4893.15
SWW15196-1-1-1-2,5245.94
Norwest Duet,4587.99
SWW15107-1-1-1-4,5189.25
Sockeye CL+,5203.93
SWW16424-1-13-1-1,4240.42
WA 8451 MZ,4965.9
WA 8345 AX,3819.8
Windust,3234.52
WA 8420 AX,5671.8
LCS Hulk,5076.76
SWW16454-1-7-1-1,5027.7
SWW16110-1-1-1-4,4492.74
SWW15509-1-14-1-1,5208.19
SWW16222-1-1-1-1,4901.18
Jameson,4924.9
WA 8439,5553.67
Rollie,5173.62
MAS14075-B-B-2-2,5189.75
SWW16236-1-1-1-4,4425.63
WA 8416,3686.12
WA 8416,4749.99
SWW15309-1-S-15-1-1,5515.67
SWW13292-B-B-B-4,4856.03
SWW16392-1-1-1-5,4963.63
SWW16371-1-S-65-1-1,5373.48
LCS Shine,5699.21
WA 8451 MZ,5232.48
WA 8397,4823.21
Windust,4404.66
WA 8416,4309.29
Sockeye CL+,4595.82
WA 8394,5406.46
Jasper,4324.83
SWW16377-1-1-1-9,4936.56
Rollie,5018.07
WA 8439,5040.9
Piranha CL+,5306.64
SWW16300-1-1-1-3,4735.96
SWW15317-1-24-1-1,5327.05
SWW16222-1-1-1-1,4833.85
SWW16110-1-1-1-4,4113.1
Jasper,10189.72
SWW16371-1-S-65-1-1,11285.09
WA 8345 AX,10112.25
WA 8417,10824.56
WA 8438,10708.35
SWW16110-1-1-1-3,10101.49
SWW16454-1-7-1-1,9711.98
Norwest Duet,9692.61
SWW16236-1-1-1-4,7092.99
WA 8404,10727.72
SWW13292-B-B-B-4,10062.75
SWW16392-1-1-1-5,10150.98
SWW16454-1-7-1-1,9350.44
SWW16424-1-13-1-1,9653.87
SWW15196-1-1-1-2,9955.15
LCS Hulk,11412.06
Sockeye CL+,11343.19
SWW16371-1-S-65-1-1,10004.65
SWW15309-1-S-15-1-1,9759.32
SWW15107-1-1-1-4,10024.02
WA 8420 AX,10150.98
Jameson,9077.14
Devote,8969.54
SWW15107-1-1-1-4,10523.28
MAS14075-B-B-2-2,10503.91
SWW15312-1-S-86-1-1,10747.09
Nova AX,10435.05
WA 8442,10600.75
WA 8421 CL+,10463.02
WA 8364,9993.89
SWW15509-1-14-1-1,9662.48
WA 8417,10874.06
Nova AX,10542.65
SWW16300-1-1-1-3,10620.12
SWW13292-B-B-B-4,10073.51
SWW16424-1-13-1-1,10374.79
SWW15317-1-24-1-1,10277.95
Devote,9516.14
Windust,6507.65
LCS Hulk,9604.38
Norwest Duet,8842.57
WA 8404,11508.9
WA 8345 AX,10034.78
WA 8442,10424.29
SWW15196-1-1-1-2,10835.32
SWW16110-1-1-1-4,9759.32
SWW15509-1-14-1-1,10727.72
WA 8394,11196.86
WA 8451 MZ,10277.95
WA 8397,9038.4
SWW15309-1-S-15-1-1,10170.35
Piranha CL+,10824.56
SWW15312-1-S-86-1-1,10942.92
MAS14075-B-B-2-2,10609.36
Rollie,9585.01
LCS Shine,10669.62
WA 8421 CL+,9770.08
SWW16222-1-1-1-1,8881.3
SWW16377-1-1-1-9,9789.45
WA 8364,9965.91
Jameson,9057.77
SWW16392-1-1-1-5,9789.45
SWW16236-1-1-1-4,6935.9
WA 8438,9204.1
WA 8442,10374.79
WA 8394,11020.39
WA 8417,11547.63
Nova AX,10678.22
Jasper,11186.1
LCS Shine,11480.92
WA 8364,11020.39
SWW16110-1-1-1-3,8831.81
SWW16110-1-1-1-3,10120.86
Devote,9789.45
Piranha CL+,10308.08
WA 8421 CL+,10239.22
SWW16377-1-1-1-9,10531.89
SWW15312-1-S-86-1-1,11373.32
SWW16300-1-1-1-3,10346.82
WA 8397,10932.16
WA 8420 AX,10796.58
WA 8438,10551.26
WA 8439,9408.54
WA 8404,10874.06
SWW15317-1-24-1-1,10454.42
SWW15196-1-1-1-2,10355.42
Norwest Duet,9389.18
SWW15107-1-1-1-4,10777.22
Sockeye CL+,10747.09
SWW16424-1-13-1-1,9731.34
WA 8451 MZ,9565.64
WA 8345 AX,10269.34
Windust,6438.78
WA 8420 AX,9458.04
LCS Hulk,10542.65
SWW16454-1-7-1-1,9516.14
SWW16110-1-1-1-4,9612.98
SWW15509-1-14-1-1,10170.35
SWW16222-1-1-1-1,9232.08
Jameson,9974.52
WA 8439,9612.98
Rollie,9985.28
MAS14075-B-B-2-2,11186.1
SWW16236-1-1-1-4,7043.5
WA 8416,9486.02
WA 8416,9251.45
SWW15309-1-S-15-1-1,11020.39
SWW13292-B-B-B-4,11166.73
SWW16392-1-1-1-5,10981.66
SWW16371-1-S-65-1-1,10863.3
LCS Shine,11235.59
WA 8451 MZ,9300.94
WA 8397,10404.92
Windust,5745.84
WA 8416,7658.97
Sockeye CL+,11412.06
WA 8394,9692.61
Jasper,10277.95
SWW16377-1-1-1-9,10454.42
Rollie,10463.02
WA 8439,11127.99
Piranha CL+,11909.17
SWW16300-1-1-1-3,10962.29
SWW15317-1-24-1-1,10716.96
SWW16222-1-1-1-1,10228.46
SWW16110-1-1-1-4,10355.42
WA 8427 CL+,9271.53
SWW15312-1-S-35-1-1,10388.89
Jasper,10637.03
LCS Shine,10269.08
SWW16381-1-1-1-1,9477.96
WA 8447,9736.6
SWW16392-1-1-1-4,9813.12
WA 8426,8635.98
Sockeye CL+,9985.28
SWW15107-1-1-1-4,10278.04
SWW15312-1-S-35-1-1,0.0
SWW15509-1-1-1-1,10247.82
SWW15495-1-1-1-1,9561.03
WA 8418,9955.15
Jasper,10559.28
WA 8419,8840.08
IMISWW16458-1-1-1-2,9989.92
WA 8426,8688.17
Nova AX,9107.43
SWW16422-1-1-1-5,9917.91
WA 8440,8121.56
SY Dayton,9176.41
WA 8451 MZ,7655.97
SWW16392-1-1-1-4,8666.48
WA 8345 AX,10102.95
WA 8405,11579.59
SWW15107-1-1-1-4,11078.5
Norwest Tandem,10824.56
WA 8447,10018.98
LCS Shine,8734.59
MAS14049-B-25-1-1,9170.36
Sockeye CL+,9190.83
WA 8397,8774.48
SY Assure,9268.97
WA 8450,6829.17
WA 8404,9489.4
WA 8448,8457.81
SWW16370-1-1-1-7,8881.3
SWW16381-1-1-1-1,10310.89
SWW16370-1-1-1-7,10239.57
SWW15509-1-1-1-1,10385.55
SY Dayton,10150.98
SWW16307-1-S-80-1-2,8221.1
WA 8446 CL+,10884.82
LCS Shine,10108.19
WA 8404,10248.39
SWW16381-1-1-1-1,10096.47
IMISWW16458-1-1-1-2,10474.73
WA 8419,9260.77
SWW16330-1-S-23-1-1,10432.42
WA 8450,10172.88
WA 8397,11163.5
Piranha CL+,11676.67
WA 8446 CL+,8794.06
WA 8405,10944.16
MAS14049-B-25-1-1,9769.27
Norwest Tandem,9050.58
SWW15312-1-S-86-1-1,10079.22
SY Assure,9761.15
SWW15312-1-S-35-1-1,11094.01
WA 8427 CL+,9311.7
WA 8345 AX,11214.31
WA 8448,10665.85
Jasper,10608.48
Piranha CL+,6669.0
SWW16422-1-1-1-5,11175.03
WA 8440,10796.58
SWW16307-1-S-80-1-2,12039.24
SWW16392-1-1-1-4,11315.57
SWW15107-1-1-1-4,10228.46
WA 8426,10289.25
WA 8441,11494.89
WA 8418,10708.35
Nova AX,9819.03
WA 8447,10698.82
WA 8441,9475.53
SWW15495-1-1-1-1,9692.61
Sockeye CL+,12787.66
WA 8451 MZ,11042.45
SWW16370-1-1-1-7,10884.82
WA 8450,11128.23
SWW16422-1-1-1-5,10239.22
SWW15495-1-1-1-1,9251.45
SY Assure,8734.97
SWW16330-1-S-23-1-1,10043.38
WA 8440,9688.48
SWW15312-1-S-86-1-1,9251.45
Nova AX,9199.8
WA 8345 AX,9659.84
WA 8418,9989.23
Piranha CL+,10966.42
